Id,ActivityHour,Calories
1503960366,2016-04-20T03:00:00Z,48
1503960366,2016-04-20T04:00:00Z,48
1503960366,2016-04-20T06:00:00Z,48
1503960366,2016-04-20T07:00:00Z,51
1503960366,2016-04-20T09:00:00Z,144
1503960366,2016-04-20T19:00:00Z,117
1503960366,2016-04-20T23:00:00Z,120
1503960366,2016-04-21T03:00:00Z,48
1503960366,2016-04-21T06:00:00Z,48
1503960366,2016-04-21T09:00:00Z,133
1503960366,2016-04-21T20:00:00Z,213
1503960366,2016-04-22T15:00:00Z,66
1503960366,2016-04-22T21:00:00Z,311
1503960366,2016-04-22T23:00:00Z,136
1503960366,2016-04-23T02:00:00Z,49
1503960366,2016-04-23T05:00:00Z,48
1503960366,2016-04-23T07:00:00Z,48
1503960366,2016-04-23T12:00:00Z,129
1503960366,2016-04-23T13:00:00Z,129
1503960366,2016-04-23T16:00:00Z,140
1503960366,2016-04-23T17:00:00Z,121
1503960366,2016-04-23T18:00:00Z,173
1503960366,2016-04-23T19:00:00Z,51
1503960366,2016-04-23T21:00:00Z,162
1503960366,2016-04-24T00:00:00Z,66
1503960366,2016-04-24T02:00:00Z,48
1503960366,2016-04-24T03:00:00Z,48
1503960366,2016-04-24T04:00:00Z,49
1503960366,2016-04-24T05:00:00Z,48
1503960366,2016-04-24T06:00:00Z,49
1503960366,2016-04-24T08:00:00Z,49
1503960366,2016-04-24T11:00:00Z,67
1503960366,2016-04-24T18:00:00Z,115
1503960366,2016-04-24T19:00:00Z,270
1503960366,2016-04-25T05:00:00Z,49
1503960366,2016-04-25T09:00:00Z,146
1503960366,2016-04-25T11:00:00Z,121
1503960366,2016-04-25T17:00:00Z,67
1503960366,2016-04-25T19:00:00Z,182
1503960366,2016-04-25T21:00:00Z,267
1503960366,2016-04-26T01:00:00Z,66
1503960366,2016-04-26T02:00:00Z,51
1503960366,2016-04-26T04:00:00Z,48
1503960366,2016-04-26T05:00:00Z,49
1503960366,2016-04-26T06:00:00Z,48
1503960366,2016-04-26T08:00:00Z,67
1503960366,2016-04-26T09:00:00Z,139
1503960366,2016-04-26T13:00:00Z,126
1503960366,2016-04-26T14:00:00Z,142
1503960366,2016-04-26T18:00:00Z,169
1503960366,2016-04-26T20:00:00Z,127
1503960366,2016-04-26T22:00:00Z,66
1503960366,2016-04-27T09:00:00Z,149
1503960366,2016-04-27T14:00:00Z,150
1503960366,2016-04-27T18:00:00Z,178
1503960366,2016-04-27T19:00:00Z,318
1503960366,2016-04-27T20:00:00Z,174
1503960366,2016-04-28T02:00:00Z,48
1503960366,2016-04-28T04:00:00Z,48
1503960366,2016-04-28T06:00:00Z,48
1503960366,2016-04-28T07:00:00Z,49
1503960366,2016-04-28T09:00:00Z,116
1503960366,2016-04-28T10:00:00Z,105
1503960366,2016-04-28T13:00:00Z,108
1503960366,2016-04-28T14:00:00Z,124
1503960366,2016-04-28T18:00:00Z,138
1503960366,2016-04-28T20:00:00Z,151
1503960366,2016-04-28T21:00:00Z,103
1503960366,2016-04-28T23:00:00Z,121
1503960366,2016-04-29T01:00:00Z,49
1503960366,2016-04-29T05:00:00Z,48
1503960366,2016-04-29T08:00:00Z,67
1503960366,2016-04-29T09:00:00Z,142
1503960366,2016-04-29T14:00:00Z,136
1503960366,2016-04-29T21:00:00Z,118
1503960366,2016-04-29T22:00:00Z,111
1503960366,2016-04-29T23:00:00Z,140
1503960366,2016-04-30T00:00:00Z,51
1503960366,2016-04-30T03:00:00Z,49
1503960366,2016-04-30T05:00:00Z,48
1503960366,2016-04-30T06:00:00Z,48
1503960366,2016-04-30T07:00:00Z,48
1503960366,2016-04-30T16:00:00Z,203
1503960366,2016-04-30T17:00:00Z,160
1503960366,2016-04-30T18:00:00Z,159
1503960366,2016-04-30T22:00:00Z,144
1503960366,2016-04-30T23:00:00Z,116
1503960366,2016-05-01T03:00:00Z,48
1503960366,2016-05-01T05:00:00Z,48
1503960366,2016-05-01T09:00:00Z,67
1503960366,2016-05-01T12:00:00Z,66
1503960366,2016-05-01T17:00:00Z,108
1503960366,2016-05-01T18:00:00Z,159
1503960366,2016-05-01T22:00:00Z,127
1503960366,2016-05-01T23:00:00Z,161
1503960366,2016-05-02T03:00:00Z,49
1503960366,2016-05-02T07:00:00Z,51
1503960366,2016-05-02T09:00:00Z,142
1503960366,2016-05-02T12:00:00Z,153
1503960366,2016-05-02T13:00:00Z,107
1503960366,2016-05-02T20:00:00Z,231
1503960366,2016-05-02T21:00:00Z,119
1503960366,2016-05-03T02:00:00Z,49
1503960366,2016-05-03T07:00:00Z,51
1503960366,2016-05-03T15:00:00Z,136
1503960366,2016-05-03T16:00:00Z,103
1503960366,2016-05-03T18:00:00Z,191
1503960366,2016-05-03T21:00:00Z,109
1503960366,2016-05-03T22:00:00Z,163
1503960366,2016-05-04T09:00:00Z,125
1503960366,2016-05-04T14:00:00Z,152
1503960366,2016-05-04T18:00:00Z,145
1503960366,2016-05-04T20:00:00Z,124
1503960366,2016-05-05T06:00:00Z,49
1503960366,2016-05-05T07:00:00Z,51
1503960366,2016-05-05T09:00:00Z,131
1503960366,2016-05-05T17:00:00Z,154
1503960366,2016-05-05T21:00:00Z,219
1503960366,2016-05-06T01:00:00Z,51
1503960366,2016-05-06T04:00:00Z,48
1503960366,2016-05-06T06:00:00Z,48
1503960366,2016-05-06T07:00:00Z,51
1503960366,2016-05-06T09:00:00Z,134
1503960366,2016-05-06T13:00:00Z,66
1503960366,2016-05-06T18:00:00Z,127
1503960366,2016-05-06T19:00:00Z,172
1503960366,2016-05-06T23:00:00Z,124
1503960366,2016-05-07T01:00:00Z,48
1503960366,2016-05-07T04:00:00Z,48
1503960366,2016-05-07T10:00:00Z,133
1503960366,2016-05-07T11:00:00Z,164
1503960366,2016-05-07T21:00:00Z,140
1503960366,2016-05-07T22:00:00Z,209
1503960366,2016-05-08T01:00:00Z,48
1503960366,2016-05-08T04:00:00Z,48
1503960366,2016-05-08T06:00:00Z,48
1503960366,2016-05-08T18:00:00Z,261
1503960366,2016-05-08T19:00:00Z,107
1503960366,2016-05-08T23:00:00Z,66
1503960366,2016-05-09T05:00:00Z,49
1503960366,2016-05-09T14:00:00Z,51
1503960366,2016-05-09T16:00:00Z,176
1503960366,2016-05-09T17:00:00Z,125
1503960366,2016-05-09T19:00:00Z,115
1503960366,2016-05-09T20:00:00Z,117
1503960366,2016-05-09T21:00:00Z,168
1503960366,2016-05-10T08:00:00Z,67
1503960366,2016-05-10T09:00:00Z,118
1503960366,2016-05-10T14:00:00Z,66
1503960366,2016-05-10T18:00:00Z,160
1503960366,2016-05-10T19:00:00Z,127
1503960366,2016-05-10T20:00:00Z,164
1503960366,2016-05-11T03:00:00Z,49
1503960366,2016-05-11T09:00:00Z,144
1503960366,2016-05-11T14:00:00Z,130
1503960366,2016-05-11T17:00:00Z,67
1503960366,2016-05-11T18:00:00Z,208
1624580081,2016-04-12T01:00:00Z,51
1624580081,2016-04-12T03:00:00Z,51
1624580081,2016-04-12T08:00:00Z,51
1624580081,2016-04-12T10:00:00Z,141
1624580081,2016-04-13T01:00:00Z,51
1624580081,2016-04-13T08:00:00Z,51
1624580081,2016-04-13T21:00:00Z,66
1624580081,2016-04-14T00:00:00Z,51
1624580081,2016-04-14T02:00:00Z,51
1624580081,2016-04-14T07:00:00Z,51
1624580081,2016-04-14T09:00:00Z,118
1624580081,2016-04-14T17:00:00Z,127
1624580081,2016-04-15T06:00:00Z,51
1624580081,2016-04-15T07:00:00Z,51
1624580081,2016-04-15T17:00:00Z,51
1624580081,2016-04-16T10:00:00Z,67
1624580081,2016-04-16T22:00:00Z,115
1624580081,2016-04-17T01:00:00Z,51
1624580081,2016-04-17T05:00:00Z,51
1624580081,2016-04-17T13:00:00Z,122
1624580081,2016-04-17T17:00:00Z,129
1624580081,2016-04-18T02:00:00Z,51
1624580081,2016-04-18T08:00:00Z,120
1624580081,2016-04-18T12:00:00Z,51
1624580081,2016-04-18T16:00:00Z,166
1624580081,2016-04-18T20:00:00Z,66
1624580081,2016-04-19T08:00:00Z,66
1624580081,2016-04-19T09:00:00Z,51
1624580081,2016-04-19T12:00:00Z,109
1624580081,2016-04-19T23:00:00Z,51
1624580081,2016-04-20T08:00:00Z,51
1624580081,2016-04-20T09:00:00Z,117
1624580081,2016-04-21T00:00:00Z,51
1624580081,2016-04-21T06:00:00Z,51
1624580081,2016-04-21T08:00:00Z,51
1624580081,2016-04-21T12:00:00Z,51
1624580081,2016-04-21T19:00:00Z,124
1624580081,2016-04-22T00:00:00Z,51
1624580081,2016-04-22T14:00:00Z,51
1624580081,2016-04-22T18:00:00Z,51
1624580081,2016-04-23T08:00:00Z,51
1624580081,2016-04-23T20:00:00Z,128
1624580081,2016-04-23T21:00:00Z,121
1624580081,2016-04-24T05:00:00Z,51
1624580081,2016-04-24T18:00:00Z,145
1624580081,2016-04-25T20:00:00Z,51
1624580081,2016-04-26T01:00:00Z,51
1624580081,2016-04-26T06:00:00Z,51
1624580081,2016-04-26T08:00:00Z,51
1624580081,2016-04-26T18:00:00Z,67
1624580081,2016-04-27T06:00:00Z,51
1624580081,2016-04-27T13:00:00Z,111
1624580081,2016-04-27T14:00:00Z,222
1624580081,2016-04-27T15:00:00Z,67
1624580081,2016-04-27T19:00:00Z,66
1624580081,2016-04-28T10:00:00Z,67
1624580081,2016-04-28T23:00:00Z,51
1624580081,2016-04-29T01:00:00Z,51
1624580081,2016-04-29T08:00:00Z,51
1624580081,2016-04-29T10:00:00Z,51
1624580081,2016-04-30T02:00:00Z,51
1624580081,2016-04-30T09:00:00Z,51
1624580081,2016-04-30T13:00:00Z,190
1624580081,2016-04-30T23:00:00Z,67
1624580081,2016-05-01T00:00:00Z,51
1624580081,2016-05-01T02:00:00Z,51
1624580081,2016-05-01T05:00:00Z,132
1624580081,2016-05-01T06:00:00Z,177
1624580081,2016-05-01T07:00:00Z,336
1624580081,2016-05-01T08:00:00Z,369
1624580081,2016-05-01T09:00:00Z,374
1624580081,2016-05-01T10:00:00Z,201
1624580081,2016-05-01T11:00:00Z,66
1624580081,2016-05-01T15:00:00Z,51
1624580081,2016-05-02T09:00:00Z,51
1624580081,2016-05-02T11:00:00Z,111
1624580081,2016-05-02T16:00:00Z,51
1624580081,2016-05-02T19:00:00Z,152
1624580081,2016-05-03T00:00:00Z,51
1624580081,2016-05-03T12:00:00Z,67
1624580081,2016-05-03T16:00:00Z,51
1624580081,2016-05-03T20:00:00Z,51
1624580081,2016-05-04T00:00:00Z,51
1624580081,2016-05-04T18:00:00Z,67
1624580081,2016-05-04T22:00:00Z,51
1624580081,2016-05-05T02:00:00Z,51
1624580081,2016-05-05T07:00:00Z,51
1624580081,2016-05-05T12:00:00Z,67
1624580081,2016-05-05T20:00:00Z,51
1624580081,2016-05-06T03:00:00Z,51
1624580081,2016-05-06T17:00:00Z,51
1624580081,2016-05-07T07:00:00Z,51
1624580081,2016-05-07T21:00:00Z,51
1624580081,2016-05-07T22:00:00Z,51
1624580081,2016-05-08T00:00:00Z,51
1624580081,2016-05-08T05:00:00Z,51
1624580081,2016-05-08T08:00:00Z,51
1624580081,2016-05-08T11:00:00Z,66
1624580081,2016-05-09T06:00:00Z,51
1624580081,2016-05-09T07:00:00Z,51
1624580081,2016-05-09T10:00:00Z,51
1624580081,2016-05-09T19:00:00Z,66
1624580081,2016-05-10T01:00:00Z,51
1624580081,2016-05-10T02:00:00Z,51
1624580081,2016-05-10T11:00:00Z,51
1624580081,2016-05-11T01:00:00Z,51
1624580081,2016-05-11T03:00:00Z,51
1624580081,2016-05-11T10:00:00Z,51
1624580081,2016-05-11T21:00:00Z,51
1624580081,2016-05-12T14:00:00Z,116
1644430081,2016-04-12T08:00:00Z,130
1644430081,2016-04-12T09:00:00Z,131
1644430081,2016-04-12T10:00:00Z,129
1644430081,2016-04-12T11:00:00Z,121
1644430081,2016-04-12T14:00:00Z,154
1644430081,2016-04-12T16:00:00Z,115
1644430081,2016-04-12T18:00:00Z,237
1644430081,2016-04-12T19:00:00Z,250
1644430081,2016-04-12T20:00:00Z,231
1644430081,2016-04-12T21:00:00Z,279
1644430081,2016-04-12T22:00:00Z,234
1644430081,2016-04-13T08:00:00Z,141
1644430081,2016-04-13T09:00:00Z,123
1644430081,2016-04-13T11:00:00Z,121
1644430081,2016-04-13T12:00:00Z,148
1644430081,2016-04-13T13:00:00Z,116
1644430081,2016-04-13T16:00:00Z,116
1644430081,2016-04-13T17:00:00Z,141
1644430081,2016-04-13T18:00:00Z,149
1644430081,2016-04-13T19:00:00Z,456
1644430081,2016-04-13T20:00:00Z,149
1644430081,2016-04-14T08:00:00Z,134
1644430081,2016-04-14T09:00:00Z,103
1644430081,2016-04-14T11:00:00Z,143
1644430081,2016-04-14T12:00:00Z,105
1644430081,2016-04-14T13:00:00Z,147
1644430081,2016-04-14T15:00:00Z,121
1644430081,2016-04-14T16:00:00Z,125
1644430081,2016-04-14T17:00:00Z,134
1644430081,2016-04-14T18:00:00Z,205
1644430081,2016-04-14T19:00:00Z,275
1644430081,2016-04-14T20:00:00Z,258
1644430081,2016-04-14T21:00:00Z,248
1644430081,2016-04-14T22:00:00Z,261
1644430081,2016-04-15T07:00:00Z,148
1644430081,2016-04-15T08:00:00Z,117
1644430081,2016-04-15T11:00:00Z,135
1644430081,2016-04-15T13:00:00Z,115
1644430081,2016-04-15T14:00:00Z,158
1644430081,2016-04-15T16:00:00Z,151
1644430081,2016-04-15T18:00:00Z,157
1644430081,2016-04-15T19:00:00Z,133
1644430081,2016-04-15T20:00:00Z,209
1644430081,2016-04-15T23:00:00Z,119
1644430081,2016-04-16T11:00:00Z,169
1644430081,2016-04-16T12:00:00Z,273
1644430081,2016-04-16T13:00:00Z,244
1644430081,2016-04-16T14:00:00Z,179
1644430081,2016-04-16T15:00:00Z,200
1644430081,2016-04-16T16:00:00Z,364
1644430081,2016-04-16T17:00:00Z,196
1644430081,2016-04-16T18:00:00Z,150
1644430081,2016-04-16T20:00:00Z,160
1644430081,2016-04-16T21:00:00Z,187
1644430081,2016-04-16T22:00:00Z,215
1644430081,2016-04-17T00:00:00Z,173
1644430081,2016-04-17T01:00:00Z,145
1644430081,2016-04-17T12:00:00Z,147
1644430081,2016-04-17T13:00:00Z,178
1644430081,2016-04-17T14:00:00Z,345
1644430081,2016-04-17T15:00:00Z,128
1644430081,2016-04-17T18:00:00Z,122
1644430081,2016-04-17T19:00:00Z,133
1644430081,2016-04-17T20:00:00Z,165
1644430081,2016-04-17T21:00:00Z,157
1644430081,2016-04-17T22:00:00Z,137
1644430081,2016-04-17T23:00:00Z,126
1644430081,2016-04-18T00:00:00Z,111
1644430081,2016-04-18T08:00:00Z,149
1644430081,2016-04-18T09:00:00Z,115
1644430081,2016-04-18T12:00:00Z,124
1644430081,2016-04-18T13:00:00Z,158
1644430081,2016-04-18T14:00:00Z,108
1644430081,2016-04-18T15:00:00Z,105
1644430081,2016-04-18T17:00:00Z,137
1644430081,2016-04-18T18:00:00Z,151
1644430081,2016-04-18T19:00:00Z,383
1644430081,2016-04-18T20:00:00Z,116
1644430081,2016-04-19T08:00:00Z,144
1644430081,2016-04-19T09:00:00Z,116
1644430081,2016-04-19T10:00:00Z,121
1644430081,2016-04-19T11:00:00Z,109
1644430081,2016-04-19T12:00:00Z,130
1644430081,2016-04-19T13:00:00Z,109
1644430081,2016-04-19T14:00:00Z,166
1644430081,2016-04-19T16:00:00Z,109
1644430081,2016-04-19T17:00:00Z,128
1644430081,2016-04-19T18:00:00Z,219
1644430081,2016-04-19T19:00:00Z,292
1644430081,2016-04-19T20:00:00Z,224
1644430081,2016-04-19T21:00:00Z,271
1644430081,2016-04-19T22:00:00Z,228
1644430081,2016-04-20T08:00:00Z,123
1644430081,2016-04-20T09:00:00Z,107
1644430081,2016-04-20T10:00:00Z,117
1644430081,2016-04-20T11:00:00Z,105
1644430081,2016-04-20T13:00:00Z,122
1644430081,2016-04-20T14:00:00Z,131
1644430081,2016-04-20T15:00:00Z,119
1644430081,2016-04-20T21:00:00Z,128
1644430081,2016-04-21T16:00:00Z,135
1644430081,2016-04-22T02:00:00Z,111
1644430081,2016-04-22T12:00:00Z,129
1644430081,2016-04-22T13:00:00Z,150
1644430081,2016-04-22T14:00:00Z,151
1644430081,2016-04-22T16:00:00Z,109
1644430081,2016-04-22T20:00:00Z,156
1644430081,2016-04-23T17:00:00Z,160
1644430081,2016-04-23T18:00:00Z,236
1644430081,2016-04-23T19:00:00Z,277
1644430081,2016-04-23T20:00:00Z,275
1644430081,2016-04-24T13:00:00Z,166
1644430081,2016-04-24T14:00:00Z,168
1644430081,2016-04-24T15:00:00Z,129
1644430081,2016-04-24T17:00:00Z,116
1644430081,2016-04-24T19:00:00Z,134
1644430081,2016-04-24T20:00:00Z,129
1644430081,2016-04-25T08:00:00Z,142
1644430081,2016-04-25T10:00:00Z,180
1644430081,2016-04-25T11:00:00Z,117
1644430081,2016-04-25T13:00:00Z,134
1644430081,2016-04-25T17:00:00Z,136
1644430081,2016-04-25T18:00:00Z,126
1644430081,2016-04-25T19:00:00Z,143
1644430081,2016-04-26T08:00:00Z,131
1644430081,2016-04-26T09:00:00Z,131
1644430081,2016-04-26T13:00:00Z,135
1644430081,2016-04-26T14:00:00Z,115
1644430081,2016-04-26T15:00:00Z,125
1644430081,2016-04-26T16:00:00Z,115
1644430081,2016-04-26T18:00:00Z,229
1644430081,2016-04-26T19:00:00Z,215
1644430081,2016-04-26T20:00:00Z,183
1644430081,2016-04-26T21:00:00Z,329
1644430081,2016-04-26T22:00:00Z,221
1644430081,2016-04-27T08:00:00Z,131
1644430081,2016-04-27T10:00:00Z,117
1644430081,2016-04-27T11:00:00Z,118
1644430081,2016-04-27T13:00:00Z,141
1644430081,2016-04-27T14:00:00Z,107
1644430081,2016-04-27T15:00:00Z,144
1644430081,2016-04-27T16:00:00Z,107
1644430081,2016-04-27T17:00:00Z,142
1644430081,2016-04-27T18:00:00Z,135
1644430081,2016-04-28T08:00:00Z,123
1644430081,2016-04-28T10:00:00Z,126
1644430081,2016-04-28T11:00:00Z,108
1644430081,2016-04-28T13:00:00Z,120
1644430081,2016-04-28T14:00:00Z,107
1644430081,2016-04-28T15:00:00Z,130
1644430081,2016-04-28T16:00:00Z,120
1644430081,2016-04-28T17:00:00Z,139
1644430081,2016-04-28T18:00:00Z,213
1644430081,2016-04-28T19:00:00Z,272
1644430081,2016-04-28T20:00:00Z,218
1644430081,2016-04-28T21:00:00Z,259
1644430081,2016-04-28T22:00:00Z,201
1644430081,2016-04-29T07:00:00Z,122
1644430081,2016-04-29T10:00:00Z,127
1644430081,2016-04-29T11:00:00Z,134
1644430081,2016-04-29T13:00:00Z,133
1644430081,2016-04-29T14:00:00Z,141
1644430081,2016-04-29T15:00:00Z,135
1644430081,2016-04-29T16:00:00Z,116
1644430081,2016-04-29T17:00:00Z,168
1644430081,2016-04-30T07:00:00Z,204
1644430081,2016-04-30T08:00:00Z,194
1644430081,2016-04-30T09:00:00Z,176
1644430081,2016-04-30T10:00:00Z,168
1644430081,2016-04-30T11:00:00Z,236
1644430081,2016-04-30T12:00:00Z,189
1644430081,2016-04-30T13:00:00Z,175
1644430081,2016-04-30T14:00:00Z,139
1644430081,2016-04-30T17:00:00Z,159
1644430081,2016-04-30T18:00:00Z,323
1644430081,2016-04-30T19:00:00Z,287
1644430081,2016-04-30T20:00:00Z,224
1644430081,2016-04-30T21:00:00Z,307
1644430081,2016-04-30T22:00:00Z,212
1644430081,2016-05-01T12:00:00Z,129
1644430081,2016-05-01T13:00:00Z,125
1644430081,2016-05-01T14:00:00Z,197
1644430081,2016-05-01T15:00:00Z,109
1644430081,2016-05-01T16:00:00Z,202
1644430081,2016-05-01T17:00:00Z,161
1644430081,2016-05-01T18:00:00Z,189
1644430081,2016-05-01T19:00:00Z,179
1644430081,2016-05-01T20:00:00Z,139
1644430081,2016-05-02T11:00:00Z,132
1644430081,2016-05-02T14:00:00Z,135
1644430081,2016-05-02T16:00:00Z,132
1644430081,2016-05-02T17:00:00Z,170
1644430081,2016-05-02T18:00:00Z,171
1644430081,2016-05-02T19:00:00Z,171
1644430081,2016-05-02T20:00:00Z,122
1644430081,2016-05-03T08:00:00Z,119
1644430081,2016-05-03T10:00:00Z,149
1644430081,2016-05-03T13:00:00Z,146
1644430081,2016-05-03T17:00:00Z,134
1644430081,2016-05-03T18:00:00Z,205
1644430081,2016-05-03T19:00:00Z,278
1644430081,2016-05-03T20:00:00Z,319
1644430081,2016-05-03T21:00:00Z,313
1644430081,2016-05-03T22:00:00Z,256
1644430081,2016-05-04T08:00:00Z,129
1644430081,2016-05-04T15:00:00Z,144
1644430081,2016-05-04T18:00:00Z,141
1644430081,2016-05-05T08:00:00Z,122
1644430081,2016-05-05T17:00:00Z,135
1644430081,2016-05-05T18:00:00Z,115
1644430081,2016-05-05T19:00:00Z,165
1644430081,2016-05-05T20:00:00Z,108
1644430081,2016-05-05T21:00:00Z,123
1644430081,2016-05-05T22:00:00Z,108
1644430081,2016-05-05T23:00:00Z,211
1644430081,2016-05-06T00:00:00Z,205
1644430081,2016-05-06T01:00:00Z,136
1644430081,2016-05-06T02:00:00Z,152
1644430081,2016-05-06T03:00:00Z,155
1644430081,2016-05-06T08:00:00Z,131
1644430081,2016-05-06T09:00:00Z,198
1644430081,2016-05-06T10:00:00Z,116
1644430081,2016-05-06T12:00:00Z,235
1644430081,2016-05-06T13:00:00Z,202
1644430081,2016-05-06T14:00:00Z,141
1644430081,2016-05-06T15:00:00Z,255
1644430081,2016-05-06T17:00:00Z,128
1644430081,2016-05-06T18:00:00Z,121
1644430081,2016-05-06T19:00:00Z,129
1644430081,2016-05-06T20:00:00Z,123
1644430081,2016-05-06T21:00:00Z,164
1644430081,2016-05-06T22:00:00Z,105
1644430081,2016-05-07T00:00:00Z,103
1644430081,2016-05-07T08:00:00Z,140
1644430081,2016-05-07T09:00:00Z,108
1644430081,2016-05-07T11:00:00Z,257
1644430081,2016-05-07T12:00:00Z,240
1644430081,2016-05-07T13:00:00Z,265
1644430081,2016-05-07T14:00:00Z,225
1644430081,2016-05-07T15:00:00Z,171
1644430081,2016-05-07T16:00:00Z,223
1644430081,2016-05-07T17:00:00Z,227
1644430081,2016-05-07T19:00:00Z,124
1644430081,2016-05-07T20:00:00Z,141
1644430081,2016-05-07T21:00:00Z,133
1644430081,2016-05-07T22:00:00Z,127
1644430081,2016-05-07T23:00:00Z,118
1644430081,2016-05-08T01:00:00Z,132
1644430081,2016-05-08T02:00:00Z,167
1644430081,2016-05-08T09:00:00Z,153
1644430081,2016-05-08T10:00:00Z,178
1644430081,2016-05-08T11:00:00Z,155
1644430081,2016-05-08T12:00:00Z,125
1644430081,2016-05-08T13:00:00Z,133
1644430081,2016-05-08T14:00:00Z,132
1644430081,2016-05-08T15:00:00Z,128
1644430081,2016-05-08T16:00:00Z,147
1644430081,2016-05-08T17:00:00Z,173
1644430081,2016-05-08T21:00:00Z,143
1644430081,2016-05-08T22:00:00Z,141
1644430081,2016-05-08T23:00:00Z,109
1644430081,2016-05-09T08:00:00Z,168
1644430081,2016-05-09T11:00:00Z,119
1644430081,2016-05-09T12:00:00Z,200
1644430081,2016-05-09T13:00:00Z,177
1644430081,2016-05-09T14:00:00Z,115
1644430081,2016-05-09T15:00:00Z,119
1644430081,2016-05-09T16:00:00Z,117
1644430081,2016-05-09T17:00:00Z,117
1644430081,2016-05-09T18:00:00Z,147
1644430081,2016-05-09T19:00:00Z,413
1644430081,2016-05-09T20:00:00Z,137
1644430081,2016-05-10T09:00:00Z,131
1644430081,2016-05-10T13:00:00Z,115
1644430081,2016-05-10T18:00:00Z,235
1644430081,2016-05-10T19:00:00Z,191
1644430081,2016-05-10T20:00:00Z,205
1644430081,2016-05-10T21:00:00Z,268
1644430081,2016-05-10T22:00:00Z,186
1644430081,2016-05-11T08:00:00Z,130
1644430081,2016-05-11T09:00:00Z,122
1644430081,2016-05-11T11:00:00Z,111
1844505072,2016-04-12T08:00:00Z,66
1844505072,2016-04-12T09:00:00Z,124
1844505072,2016-04-12T10:00:00Z,108
1844505072,2016-04-12T11:00:00Z,105
1844505072,2016-04-12T12:00:00Z,127
1844505072,2016-04-12T15:00:00Z,108
1844505072,2016-04-12T16:00:00Z,105
1844505072,2016-04-13T10:00:00Z,116
1844505072,2016-04-13T21:00:00Z,109
1844505072,2016-04-14T08:00:00Z,115
1844505072,2016-04-14T10:00:00Z,130
1844505072,2016-04-14T17:00:00Z,117
1844505072,2016-04-14T19:00:00Z,152
1844505072,2016-04-14T20:00:00Z,107
1844505072,2016-04-16T09:00:00Z,66
1844505072,2016-04-16T11:00:00Z,111
1844505072,2016-04-16T13:00:00Z,144
1844505072,2016-04-16T14:00:00Z,118
1844505072,2016-04-16T15:00:00Z,67
1844505072,2016-04-17T15:00:00Z,121
1844505072,2016-04-17T16:00:00Z,153
1844505072,2016-04-18T07:00:00Z,67
1844505072,2016-04-18T18:00:00Z,103
1844505072,2016-04-18T19:00:00Z,122
1844505072,2016-04-18T22:00:00Z,130
1844505072,2016-04-21T09:00:00Z,126
