Id,ActivityHour,StepTotal,TotalIntensity,AverageIntensity,Calories
1503960366,2016-04-24T19:00:00Z,4871,131,2.183333,270
1503960366,2016-04-25T09:00:00Z,2041,46,0.766667,146
1503960366,2016-04-25T19:00:00Z,2815,86,1.433333,182
1503960366,2016-04-25T21:00:00Z,4895,132,2.2,267
1503960366,2016-04-26T13:00:00Z,1571,42,0.7,126
1503960366,2016-04-26T14:00:00Z,1998,60,1.0,142
1503960366,2016-04-26T18:00:00Z,2513,72,1.2,169
1503960366,2016-04-27T14:00:00Z,1932,35,0.583333,150
1503960366,2016-04-27T18:00:00Z,2714,73,1.216667,178
1503960366,2016-04-27T19:00:00Z,5786,150,2.5,318
1503960366,2016-04-27T20:00:00Z,2420,70,1.166667,174
1503960366,2016-04-28T09:00:00Z,1192,38,0.633333,116
1503960366,2016-04-28T14:00:00Z,1512,47,0.783333,124
1503960366,2016-04-28T18:00:00Z,1829,56,0.933333,138
1503960366,2016-04-28T20:00:00Z,2122,50,0.833333,151
1503960366,2016-04-28T23:00:00Z,1512,48,0.8,121
1503960366,2016-04-29T14:00:00Z,1711,56,0.933333,136
1503960366,2016-04-29T23:00:00Z,1757,56,0.933333,140
1503960366,2016-04-30T16:00:00Z,3388,99,1.65,203
1503960366,2016-04-30T17:00:00Z,2176,55,0.916667,160
1503960366,2016-04-30T18:00:00Z,2319,71,1.183333,159
1503960366,2016-04-30T22:00:00Z,2139,47,0.783333,144
1503960366,2016-05-01T18:00:00Z,2007,70,1.166667,159
1503960366,2016-05-01T22:00:00Z,1552,50,0.833333,127
1503960366,2016-05-01T23:00:00Z,2557,76,1.266667,161
1503960366,2016-05-02T12:00:00Z,2116,64,1.066667,153
1503960366,2016-05-02T20:00:00Z,3903,105,1.75,231
1503960366,2016-05-03T15:00:00Z,1719,46,0.766667,136
1503960366,2016-05-03T18:00:00Z,3119,86,1.433333,191
1503960366,2016-05-03T21:00:00Z,1333,37,0.616667,109
1503960366,2016-05-03T22:00:00Z,2549,58,0.966667,163
1503960366,2016-05-04T14:00:00Z,2284,67,1.116667,152
1503960366,2016-05-04T18:00:00Z,2041,62,1.033333,145
1503960366,2016-05-04T21:00:00Z,1106,39,0.65,110
1503960366,2016-05-05T17:00:00Z,2217,70,1.166667,154
1503960366,2016-05-05T21:00:00Z,3897,113,1.883333,219
1503960366,2016-05-06T19:00:00Z,2500,55,0.916667,172
1503960366,2016-05-06T23:00:00Z,1611,52,0.866667,124
1503960366,2016-05-07T10:00:00Z,1291,46,0.766667,133
1503960366,2016-05-07T11:00:00Z,2352,59,0.983333,164
1503960366,2016-05-07T21:00:00Z,2073,61,1.016667,140
1503960366,2016-05-07T22:00:00Z,3696,108,1.8,209
1503960366,2016-05-08T18:00:00Z,4472,115,1.916667,261
1503960366,2016-05-08T19:00:00Z,1069,36,0.6,107
1503960366,2016-05-09T16:00:00Z,2692,75,1.25,176
1503960366,2016-05-09T17:00:00Z,1260,37,0.616667,125
1503960366,2016-05-09T19:00:00Z,1062,39,0.65,115
1503960366,2016-05-09T20:00:00Z,1325,43,0.716667,117
1503960366,2016-05-09T21:00:00Z,2684,73,1.216667,168
1503960366,2016-05-10T11:00:00Z,988,35,0.583333,102
1503960366,2016-05-10T15:00:00Z,1038,36,0.6,101
1503960366,2016-05-10T18:00:00Z,2494,69,1.15,160
1503960366,2016-05-10T19:00:00Z,1418,51,0.85,127
1503960366,2016-05-10T20:00:00Z,2480,73,1.216667,164
1503960366,2016-05-11T14:00:00Z,1560,52,0.866667,130
1503960366,2016-05-11T18:00:00Z,3449,102,1.7,208
1503960366,2016-05-11T20:00:00Z,1209,42,0.7,114
1624580081,2016-04-12T10:00:00Z,5375,60,1.0,141
1624580081,2016-04-13T10:00:00Z,3685,45,0.75,112
1624580081,2016-04-14T09:00:00Z,4148,45,0.75,118
1624580081,2016-04-16T22:00:00Z,1962,44,0.733333,115
1624580081,2016-04-17T13:00:00Z,1374,44,0.733333,122
1624580081,2016-04-17T17:00:00Z,2047,50,0.833333,129
1624580081,2016-04-18T08:00:00Z,4120,49,0.816667,120
1624580081,2016-04-18T16:00:00Z,3242,70,1.166667,166
1624580081,2016-04-20T09:00:00Z,2608,44,0.733333,117
1624580081,2016-04-21T18:00:00Z,1287,35,0.583333,97
1624580081,2016-04-21T19:00:00Z,2880,56,0.933333,124
1624580081,2016-04-23T20:00:00Z,2628,51,0.85,128
1624580081,2016-04-23T21:00:00Z,2666,41,0.683333,121
1624580081,2016-04-24T12:00:00Z,1236,38,0.633333,106
1624580081,2016-04-24T13:00:00Z,1604,38,0.633333,114
1624580081,2016-04-24T18:00:00Z,1456,56,0.933333,145
1624580081,2016-04-25T10:00:00Z,2401,36,0.6,99
1624580081,2016-04-27T14:00:00Z,4016,112,1.866667,222
1624580081,2016-04-30T13:00:00Z,3579,87,1.45,190
1624580081,2016-04-30T19:00:00Z,185,37,0.616667,94
1624580081,2016-05-01T05:00:00Z,1748,49,0.816667,132
1624580081,2016-05-01T06:00:00Z,2759,77,1.283333,177
1624580081,2016-05-01T07:00:00Z,7609,147,2.45,336
1624580081,2016-05-01T08:00:00Z,8520,167,2.783333,369
1624580081,2016-05-01T09:00:00Z,8976,169,2.816667,374
1624580081,2016-05-01T10:00:00Z,4282,100,1.666667,201
1624580081,2016-05-02T11:00:00Z,1649,48,0.8,111
1624580081,2016-05-02T19:00:00Z,3261,58,0.966667,152
1624580081,2016-05-12T14:00:00Z,1795,35,0.583333,116
1644430081,2016-04-12T18:00:00Z,1676,53,0.883333,237
1644430081,2016-04-12T19:00:00Z,1669,65,1.083333,250
1644430081,2016-04-12T20:00:00Z,1467,50,0.833333,231
1644430081,2016-04-12T21:00:00Z,2076,59,0.983333,279
1644430081,2016-04-12T22:00:00Z,1527,39,0.65,234
1644430081,2016-04-13T19:00:00Z,4660,130,2.166667,456
1644430081,2016-04-14T18:00:00Z,1108,38,0.633333,205
1644430081,2016-04-14T19:00:00Z,2162,69,1.15,275
1644430081,2016-04-14T20:00:00Z,1723,59,0.983333,258
1644430081,2016-04-14T21:00:00Z,1686,61,1.016667,248
1644430081,2016-04-14T22:00:00Z,1937,61,1.016667,261
1644430081,2016-04-16T12:00:00Z,1959,63,1.05,273
1644430081,2016-04-16T13:00:00Z,1814,48,0.8,244
1644430081,2016-04-16T16:00:00Z,3434,98,1.633333,364
1644430081,2016-04-16T22:00:00Z,1400,42,0.7,215
1644430081,2016-04-17T14:00:00Z,3195,93,1.55,345
1644430081,2016-04-18T19:00:00Z,3815,115,1.916667,383
1644430081,2016-04-19T19:00:00Z,2402,76,1.266667,292
1644430081,2016-04-19T20:00:00Z,1296,48,0.8,224
1644430081,2016-04-19T21:00:00Z,1949,72,1.2,271
1644430081,2016-04-19T22:00:00Z,1521,48,0.8,228
1644430081,2016-04-23T18:00:00Z,1451,42,0.7,236
1644430081,2016-04-23T19:00:00Z,1984,52,0.866667,277
1644430081,2016-04-23T20:00:00Z,2098,64,1.066667,275
1644430081,2016-04-26T18:00:00Z,1565,41,0.683333,229
1644430081,2016-04-26T19:00:00Z,1123,40,0.666667,215
1644430081,2016-04-26T21:00:00Z,2810,83,1.383333,329
1644430081,2016-04-26T22:00:00Z,1431,53,0.883333,221
1644430081,2016-04-28T18:00:00Z,1356,45,0.75,213
1644430081,2016-04-28T19:00:00Z,2035,60,1.0,272
1644430081,2016-04-28T20:00:00Z,1236,47,0.783333,218
1644430081,2016-04-28T21:00:00Z,1833,63,1.05,259
1644430081,2016-04-28T22:00:00Z,1115,41,0.683333,201
1644430081,2016-04-30T08:00:00Z,1116,36,0.6,194
1644430081,2016-04-30T11:00:00Z,1522,42,0.7,236
1644430081,2016-04-30T18:00:00Z,2743,94,1.566667,323
1644430081,2016-04-30T19:00:00Z,2275,60,1.0,287
1644430081,2016-04-30T20:00:00Z,1363,37,0.616667,224
1644430081,2016-04-30T21:00:00Z,2543,81,1.35,307
1644430081,2016-04-30T22:00:00Z,1201,36,0.6,212
1644430081,2016-05-01T14:00:00Z,1234,38,0.633333,197
1644430081,2016-05-01T16:00:00Z,1090,44,0.733333,202
1644430081,2016-05-03T18:00:00Z,1298,37,0.616667,205
1644430081,2016-05-03T19:00:00Z,2095,64,1.066667,278
1644430081,2016-05-03T20:00:00Z,2674,90,1.5,319
1644430081,2016-05-03T21:00:00Z,2700,88,1.466667,313
1644430081,2016-05-03T22:00:00Z,1925,67,1.116667,256
1644430081,2016-05-05T23:00:00Z,1375,38,0.633333,211
1644430081,2016-05-06T00:00:00Z,974,41,0.683333,205
1644430081,2016-05-06T02:00:00Z,116,36,0.6,152
1644430081,2016-05-06T03:00:00Z,227,35,0.583333,155
1644430081,2016-05-06T09:00:00Z,926,35,0.583333,198
1644430081,2016-05-06T12:00:00Z,1588,35,0.583333,235
1644430081,2016-05-06T13:00:00Z,1187,39,0.65,202
1644430081,2016-05-06T15:00:00Z,1780,39,0.65,255
1644430081,2016-05-07T11:00:00Z,1922,47,0.783333,257
1644430081,2016-05-07T12:00:00Z,1695,54,0.9,240
1644430081,2016-05-07T13:00:00Z,1936,61,1.016667,265
1644430081,2016-05-07T14:00:00Z,1599,46,0.766667,225
1644430081,2016-05-07T17:00:00Z,1626,43,0.716667,227
1644430081,2016-05-09T12:00:00Z,163,60,1.0,200
1644430081,2016-05-09T13:00:00Z,218,48,0.8,177
1644430081,2016-05-09T19:00:00Z,4084,115,1.916667,413
1644430081,2016-05-10T18:00:00Z,1803,36,0.6,235
1644430081,2016-05-10T19:00:00Z,1115,41,0.683333,191
1644430081,2016-05-10T21:00:00Z,2213,71,1.183333,268
1844505072,2016-04-12T09:00:00Z,682,36,0.6,124
1844505072,2016-04-12T12:00:00Z,814,37,0.616667,127
1844505072,2016-04-14T10:00:00Z,836,37,0.616667,130
1844505072,2016-04-14T19:00:00Z,1290,43,0.716667,152
1844505072,2016-04-16T13:00:00Z,1150,41,0.683333,144
1844505072,2016-04-17T16:00:00Z,1450,50,0.833333,153
1844505072,2016-04-18T19:00:00Z,605,36,0.6,122
1844505072,2016-04-18T22:00:00Z,1104,44,0.733333,130
1844505072,2016-04-21T09:00:00Z,817,35,0.583333,126
1844505072,2016-04-21T17:00:00Z,850,35,0.583333,129
1844505072,2016-04-21T20:00:00Z,2043,67,1.116667,184
1844505072,2016-04-23T16:00:00Z,947,35,0.583333,132
1844505072,2016-04-28T21:00:00Z,1001,50,0.833333,148
1844505072,2016-04-29T11:00:00Z,845,36,0.6,130
1844505072,2016-05-01T00:00:00Z,1193,39,0.65,138
1927972279,2016-04-26T16:00:00Z,977,36,0.6,200
1927972279,2016-05-01T13:00:00Z,1783,55,0.916667,240
1927972279,2016-05-02T11:00:00Z,2109,63,1.05,265
1927972279,2016-05-03T08:00:00Z,1245,40,0.666667,198
1927972279,2016-05-06T19:00:00Z,1215,47,0.783333,230
2022484408,2016-04-12T10:00:00Z,5243,143,2.383333,369
2022484408,2016-04-12T14:00:00Z,2168,54,0.9,197
2022484408,2016-04-13T09:00:00Z,4453,145,2.416667,397
2022484408,2016-04-13T14:00:00Z,1803,46,0.766667,203
2022484408,2016-04-14T14:00:00Z,1913,47,0.783333,206
2022484408,2016-04-14T18:00:00Z,3833,104,1.733333,271
2022484408,2016-04-15T09:00:00Z,3853,117,1.95,397
2022484408,2016-04-15T13:00:00Z,1171,44,0.733333,174
2022484408,2016-04-16T09:00:00Z,4833,133,2.216667,337
2022484408,2016-04-17T09:00:00Z,5317,114,1.9,415
2022484408,2016-04-17T10:00:00Z,1567,76,1.266667,258
2022484408,2016-04-17T11:00:00Z,1194,54,0.9,196
2022484408,2016-04-17T14:00:00Z,1404,45,0.75,185
2022484408,2016-04-17T16:00:00Z,1151,35,0.583333,156
2022484408,2016-04-18T07:00:00Z,1073,40,0.666667,190
2022484408,2016-04-18T09:00:00Z,5400,157,2.616667,486
2022484408,2016-04-18T14:00:00Z,1706,40,0.666667,200
2022484408,2016-04-19T14:00:00Z,1437,42,0.7,198
2022484408,2016-04-19T15:00:00Z,1081,35,0.583333,160
2022484408,2016-04-19T16:00:00Z,4709,121,2.016667,389
2022484408,2016-04-20T07:00:00Z,661,36,0.6,138
2022484408,2016-04-20T08:00:00Z,1272,38,0.633333,151
2022484408,2016-04-20T09:00:00Z,4293,139,2.316667,441
2022484408,2016-04-20T12:00:00Z,1314,56,0.933333,188
2022484408,2016-04-20T14:00:00Z,1780,72,1.2,238
2022484408,2016-04-21T07:00:00Z,955,40,0.666667,160
2022484408,2016-04-21T10:00:00Z,1272,93,1.55,295
2022484408,2016-04-21T11:00:00Z,968,71,1.183333,223
2022484408,2016-04-21T12:00:00Z,3571,102,1.7,271
2022484408,2016-04-21T14:00:00Z,1357,80,1.333333,239
2022484408,2016-04-21T15:00:00Z,1248,49,0.816667,173
2022484408,2016-04-21T16:00:00Z,506,97,1.616667,349
2022484408,2016-04-21T17:00:00Z,427,59,0.983333,233
2022484408,2016-04-22T09:00:00Z,5596,151,2.516667,426
2022484408,2016-04-22T10:00:00Z,1439,48,0.8,183
2022484408,2016-04-23T13:00:00Z,1008,40,0.666667,160
2022484408,2016-04-24T08:00:00Z,3056,63,1.05,259
2022484408,2016-04-24T09:00:00Z,3130,84,1.4,307
2022484408,2016-04-24T13:00:00Z,1305,48,0.8,167
2022484408,2016-04-24T15:00:00Z,1963,52,0.866667,188
2022484408,2016-04-25T09:00:00Z,5257,155,2.583333,484
2022484408,2016-04-25T14:00:00Z,1507,40,0.666667,184
2022484408,2016-04-26T09:00:00Z,977,35,0.583333,154
2022484408,2016-04-26T10:00:00Z,1967,157,2.616667,448
2022484408,2016-04-26T11:00:00Z,1005,72,1.2,243
2022484408,2016-04-26T12:00:00Z,1040,41,0.683333,181
2022484408,2016-04-27T09:00:00Z,1388,64,1.066667,225
2022484408,2016-04-27T10:00:00Z,967,46,0.766667,188
2022484408,2016-04-27T13:00:00Z,1313,40,0.666667,167
2022484408,2016-04-27T14:00:00Z,688,38,0.633333,172
2022484408,2016-04-27T18:00:00Z,2917,83,1.383333,249
2022484408,2016-04-28T08:00:00Z,912,46,0.766667,156
2022484408,2016-04-28T10:00:00Z,1567,37,0.616667,165
2022484408,2016-04-28T12:00:00Z,2735,71,1.183333,217
2022484408,2016-04-29T09:00:00Z,1457,112,1.866667,318
2022484408,2016-04-29T10:00:00Z,1012,40,0.666667,177
2022484408,2016-04-29T11:00:00Z,1452,35,0.583333,171
2022484408,2016-04-29T13:00:00Z,1163,45,0.75,181
2022484408,2016-04-29T14:00:00Z,1655,47,0.783333,231
2022484408,2016-04-30T10:00:00Z,2094,44,0.733333,197
2022484408,2016-04-30T13:00:00Z,2418,49,0.816667,216
2022484408,2016-04-30T14:00:00Z,1564,42,0.7,179
2022484408,2016-04-30T15:00:00Z,2742,53,0.883333,222
2022484408,2016-04-30T16:00:00Z,3286,88,1.466667,252
2022484408,2016-05-01T10:00:00Z,3757,111,1.85,292
2022484408,2016-05-01T17:00:00Z,1088,38,0.633333,158
2022484408,2016-05-01T18:00:00Z,866,36,0.6,146
2022484408,2016-05-01T19:00:00Z,814,47,0.783333,185
2022484408,2016-05-02T09:00:00Z,1116,41,0.683333,183
2022484408,2016-05-02T10:00:00Z,737,35,0.583333,166
2022484408,2016-05-02T14:00:00Z,4178,126,2.1,312
2022484408,2016-05-03T10:00:00Z,2451,134,2.233333,388
2022484408,2016-05-03T14:00:00Z,2179,69,1.15,227
2022484408,2016-05-03T16:00:00Z,3398,92,1.533333,295
2022484408,2016-05-04T09:00:00Z,1634,63,1.05,231
2022484408,2016-05-04T10:00:00Z,944,60,1.0,233
2022484408,2016-05-04T14:00:00Z,3647,118,1.966667,311
2022484408,2016-05-05T09:00:00Z,2327,68,1.133333,217
2022484408,2016-05-05T10:00:00Z,1305,100,1.666667,326
2022484408,2016-05-05T14:00:00Z,1723,54,0.9,194
2022484408,2016-05-05T15:00:00Z,2384,72,1.2,214
2022484408,2016-05-06T09:00:00Z,809,35,0.583333,154
2022484408,2016-05-06T10:00:00Z,1107,42,0.7,181
2022484408,2016-05-06T11:00:00Z,1025,39,0.65,180
2022484408,2016-05-06T14:00:00Z,4084,106,1.766667,289
2022484408,2016-05-06T21:00:00Z,425,35,0.583333,158
2022484408,2016-05-07T09:00:00Z,1132,35,0.583333,140
2022484408,2016-05-07T10:00:00Z,2617,71,1.183333,219
2022484408,2016-05-09T09:00:00Z,1516,43,0.716667,202
2022484408,2016-05-09T10:00:00Z,2174,97,1.616667,288
2022484408,2016-05-09T14:00:00Z,3804,112,1.866667,294
2022484408,2016-05-09T15:00:00Z,946,52,0.866667,190
2022484408,2016-05-10T10:00:00Z,1910,108,1.8,361
2022484408,2016-05-10T11:00:00Z,1536,72,1.2,275
2022484408,2016-05-10T13:00:00Z,1164,43,0.716667,176
2022484408,2016-05-10T14:00:00Z,3553,100,1.666667,273
2022484408,2016-05-10T17:00:00Z,1264,39,0.65,176
2022484408,2016-05-11T11:00:00Z,4838,142,2.366667,367
2022484408,2016-05-11T14:00:00Z,3294,104,1.733333,274
2022484408,2016-05-11T16:00:00Z,1116,35,0.583333,161
2022484408,2016-05-11T17:00:00Z,1045,45,0.75,185
2022484408,2016-05-12T10:00:00Z,2689,83,1.383333,246
2022484408,2016-05-12T13:00:00Z,997,38,0.633333,152
2022484408,2016-05-12T14:00:00Z,1383,35,0.583333,178
2026352035,2016-04-12T11:00:00Z,1174,35,0.583333,113
2026352035,2016-04-20T13:00:00Z,1001,35,0.583333,109
2026352035,2016-04-20T14:00:00Z,617,37,0.616667,100
2026352035,2016-04-23T08:00:00Z,957,35,0.583333,110
2026352035,2016-04-23T10:00:00Z,1049,43,0.716667,118
2026352035,2016-04-23T11:00:00Z,2315,45,0.75,164
2026352035,2016-04-23T12:00:00Z,1236,41,0.683333,121
2026352035,2016-04-23T14:00:00Z,1742,46,0.766667,143
2026352035,2016-04-25T09:00:00Z,672,38,0.633333,113
2026352035,2016-04-27T16:00:00Z,604,36,0.6,99
2026352035,2016-04-27T17:00:00Z,895,38,0.633333,108
2026352035,2016-04-28T15:00:00Z,1049,40,0.666667,114
2026352035,2016-04-28T16:00:00Z,960,45,0.75,116
2026352035,2016-04-28T17:00:00Z,633,36,0.6,100
2026352035,2016-04-29T15:00:00Z,1052,43,0.716667,116
2026352035,2016-04-30T12:00:00Z,1102,38,0.633333,114
2026352035,2016-05-02T16:00:00Z,690,37,0.616667,102
2026352035,2016-05-02T17:00:00Z,779,36,0.6,104
2026352035,2016-05-02T18:00:00Z,1038,37,0.616667,114
2026352035,2016-05-03T15:00:00Z,815,35,0.583333,103
2026352035,2016-05-04T14:00:00Z,762,35,0.583333,102
2026352035,2016-05-04T15:00:00Z,681,37,0.616667,102
2026352035,2016-05-04T16:00:00Z,575,37,0.616667,99
2026352035,2016-05-04T18:00:00Z,623,35,0.583333,99
2026352035,2016-05-05T08:00:00Z,709,39,0.65,104
2026352035,2016-05-05T09:00:00Z,857,35,0.583333,105
2026352035,2016-05-05T12:00:00Z,1196,38,0.633333,117
2026352035,2016-05-05T13:00:00Z,1494,41,0.683333,128
2026352035,2016-05-05T15:00:00Z,936,43,0.716667,114
2026352035,2016-05-05T16:00:00Z,1472,39,0.65,123
2026352035,2016-05-06T13:00:00Z,673,35,0.583333,100
2026352035,2016-05-06T16:00:00Z,669,35,0.583333,100
2026352035,2016-05-06T18:00:00Z,1008,37,0.616667,111
2026352035,2016-05-08T09:00:00Z,1338,35,0.583333,120
2026352035,2016-05-09T15:00:00Z,1058,37,0.616667,111
2026352035,2016-05-09T16:00:00Z,1960,56,0.933333,171
2026352035,2016-05-09T17:00:00Z,1848,49,0.816667,158
2026352035,2016-05-09T19:00:00Z,754,36,0.6,106
2026352035,2016-05-11T15:00:00Z,883,36,0.6,105
2026352035,2016-05-11T16:00:00Z,2375,55,0.916667,162
2026352035,2016-05-12T08:00:00Z,724,38,0.633333,104
2026352035,2016-05-12T10:00:00Z,1261,40,0.666667,119
2026352035,2016-05-12T15:00:00Z,1123,41,0.683333,116
2320127002,2016-04-12T15:00:00Z,2208,67,1.116667,191
2320127002,2016-04-13T07:00:00Z,959,36,0.6,128
2320127002,2016-04-19T23:00:00Z,1154,47,0.783333,136
2320127002,2016-04-20T15:00:00Z,1813,52,0.866667,163
2320127002,2016-04-21T21:00:00Z,974,36,0.6,116
2320127002,2016-04-22T15:00:00Z,1128,36,0.6,136
2320127002,2016-04-25T17:00:00Z,1013,40,0.666667,126
2320127002,2016-05-02T21:00:00Z,1054,41,0.683333,127
2320127002,2016-05-03T07:00:00Z,1053,40,0.666667,128
2320127002,2016-05-03T20:00:00Z,1940,61,1.016667,172
2320127002,2016-05-03T22:00:00Z,1364,46,0.766667,141
2320127002,2016-05-10T11:00:00Z,1122,38,0.633333,137
2347167796,2016-04-12T08:00:00Z,1195,48,0.8,167
2347167796,2016-04-12T15:00:00Z,337,41,0.683333,163
2347167796,2016-04-12T18:00:00Z,1546,36,0.6,154
2347167796,2016-04-12T20:00:00Z,1391,46,0.766667,151
2347167796,2016-04-12T21:00:00Z,3229,73,1.216667,224
2347167796,2016-04-13T07:00:00Z,2581,62,1.033333,185
2347167796,2016-04-13T18:00:00Z,1280,35,0.583333,140
2347167796,2016-04-13T21:00:00Z,2197,59,0.983333,174
2347167796,2016-04-14T07:00:00Z,2706,72,1.2,197
2347167796,2016-04-14T13:00:00Z,2423,56,0.933333,173
2347167796,2016-04-14T18:00:00Z,1364,39,0.65,144
2347167796,2016-04-15T07:00:00Z,2813,69,1.15,194
2347167796,2016-04-15T18:00:00Z,2499,51,0.85,198
2347167796,2016-04-15T19:00:00Z,1137,39,0.65,174
2347167796,2016-04-16T08:00:00Z,5291,130,2.166667,334
2347167796,2016-04-16T09:00:00Z,5249,132,2.2,329
2347167796,2016-04-16T17:00:00Z,1344,36,0.6,160
2347167796,2016-04-16T18:00:00Z,2139,40,0.666667,180
2347167796,2016-04-16T19:00:00Z,943,35,0.583333,127
2347167796,2016-04-16T20:00:00Z,1496,48,0.8,150
2347167796,2016-04-16T21:00:00Z,1571,47,0.783333,138
2347167796,2016-04-17T11:00:00Z,1489,48,0.8,160
2347167796,2016-04-17T13:00:00Z,872,35,0.583333,124
2347167796,2016-04-18T13:00:00Z,1439,38,0.633333,133
2347167796,2016-04-18T20:00:00Z,2497,64,1.066667,207
2347167796,2016-04-19T11:00:00Z,253,57,0.95,200
2347167796,2016-04-19T12:00:00Z,228,44,0.733333,162
2347167796,2016-04-19T18:00:00Z,1170,37,0.616667,152
2347167796,2016-04-20T07:00:00Z,2534,67,1.116667,199
2347167796,2016-04-20T18:00:00Z,1622,68,1.133333,206
2347167796,2016-04-20T19:00:00Z,1054,38,0.633333,141
2347167796,2016-04-20T20:00:00Z,1909,51,0.85,181
2347167796,2016-04-21T20:00:00Z,1880,47,0.783333,153
2347167796,2016-04-21T21:00:00Z,3410,88,1.466667,230
2347167796,2016-04-22T07:00:00Z,3724,95,1.583333,255
2347167796,2016-04-23T08:00:00Z,4214,105,1.75,301
2347167796,2016-04-23T11:00:00Z,2143,53,0.883333,218
2347167796,2016-04-23T12:00:00Z,1056,36,0.6,131
2347167796,2016-04-23T13:00:00Z,1908,72,1.2,211
2347167796,2016-04-23T17:00:00Z,1139,38,0.633333,147
2347167796,2016-04-24T11:00:00Z,1178,36,0.6,148
2347167796,2016-04-24T18:00:00Z,738,35,0.583333,125
2347167796,2016-04-24T19:00:00Z,1835,49,0.816667,180
2347167796,2016-04-25T18:00:00Z,2882,67,1.116667,210
2347167796,2016-04-25T19:00:00Z,1953,65,1.083333,202
2347167796,2016-04-26T18:00:00Z,1347,37,0.616667,143
2347167796,2016-04-27T18:00:00Z,1500,36,0.6,148
2347167796,2016-04-27T19:00:00Z,4359,117,1.95,297
2347167796,2016-04-27T20:00:00Z,1204,36,0.6,145
2873212765,2016-04-12T07:00:00Z,1373,39,0.65,120
2873212765,2016-04-12T08:00:00Z,1150,43,0.716667,137
2873212765,2016-04-12T09:00:00Z,1025,49,0.816667,141
2873212765,2016-04-12T10:00:00Z,802,35,0.583333,118
2873212765,2016-04-12T12:00:00Z,1280,58,0.966667,151
2873212765,2016-04-12T18:00:00Z,737,40,0.666667,123
2873212765,2016-04-13T08:00:00Z,873,39,0.65,122
2873212765,2016-04-13T09:00:00Z,632,47,0.783333,133
2873212765,2016-04-13T10:00:00Z,364,38,0.633333,118
2873212765,2016-04-13T12:00:00Z,803,46,0.766667,134
2873212765,2016-04-14T08:00:00Z,544,43,0.716667,119
2873212765,2016-04-15T12:00:00Z,899,43,0.716667,130
2873212765,2016-04-15T14:00:00Z,754,40,0.666667,125
2873212765,2016-04-16T07:00:00Z,2650,99,1.65,287
2873212765,2016-04-16T08:00:00Z,1999,63,1.05,202
2873212765,2016-04-17T13:00:00Z,1079,42,0.7,120
2873212765,2016-04-18T08:00:00Z,1325,41,0.683333,151
2873212765,2016-04-18T09:00:00Z,746,38,0.633333,123
2873212765,2016-04-18T12:00:00Z,1053,51,0.85,148
2873212765,2016-04-19T08:00:00Z,1328,39,0.65,142
2873212765,2016-04-19T10:00:00Z,885,41,0.683333,129
2873212765,2016-04-19T12:00:00Z,910,45,0.75,134
2873212765,2016-04-19T13:00:00Z,751,35,0.583333,119
2873212765,2016-04-20T09:00:00Z,534,42,0.7,119
2873212765,2016-04-20T12:00:00Z,1014,57,0.95,148
