Id,ActivityHour,TotalIntensity,AverageIntensity
1624580081,2016-04-12T10:00:00Z,60,1.0
1624580081,2016-04-13T10:00:00Z,45,0.75
1624580081,2016-04-14T09:00:00Z,45,0.75
1624580081,2016-04-16T22:00:00Z,44,0.733333
1624580081,2016-04-17T13:00:00Z,44,0.733333
1624580081,2016-04-17T17:00:00Z,50,0.833333
1624580081,2016-04-18T08:00:00Z,49,0.816667
1624580081,2016-04-18T16:00:00Z,70,1.166667
1624580081,2016-04-20T09:00:00Z,44,0.733333
1624580081,2016-04-21T18:00:00Z,35,0.583333
1624580081,2016-04-21T19:00:00Z,56,0.933333
1624580081,2016-04-23T20:00:00Z,51,0.85
1624580081,2016-04-23T21:00:00Z,41,0.683333
1624580081,2016-04-24T12:00:00Z,38,0.633333
1624580081,2016-04-24T13:00:00Z,38,0.633333
1624580081,2016-04-24T18:00:00Z,56,0.933333
1624580081,2016-04-25T10:00:00Z,36,0.6
1624580081,2016-04-27T14:00:00Z,112,1.866667
1624580081,2016-04-30T13:00:00Z,87,1.45
1624580081,2016-04-30T19:00:00Z,37,0.616667
1624580081,2016-05-01T05:00:00Z,49,0.816667
1624580081,2016-05-01T06:00:00Z,77,1.283333
1624580081,2016-05-01T07:00:00Z,147,2.45
1624580081,2016-05-01T08:00:00Z,167,2.783333
1624580081,2016-05-01T09:00:00Z,169,2.816667
1624580081,2016-05-01T10:00:00Z,100,1.666667
1624580081,2016-05-02T11:00:00Z,48,0.8
1624580081,2016-05-02T19:00:00Z,58,0.966667
1624580081,2016-05-12T14:00:00Z,35,0.583333
1644430081,2016-04-12T18:00:00Z,53,0.883333
1644430081,2016-04-12T19:00:00Z,65,1.083333
1644430081,2016-04-12T20:00:00Z,50,0.833333
1644430081,2016-04-12T21:00:00Z,59,0.983333
1644430081,2016-04-12T22:00:00Z,39,0.65
1644430081,2016-04-13T19:00:00Z,130,2.166667
1644430081,2016-04-14T18:00:00Z,38,0.633333
1644430081,2016-04-14T19:00:00Z,69,1.15
1644430081,2016-04-14T20:00:00Z,59,0.983333
1644430081,2016-04-14T21:00:00Z,61,1.016667
1644430081,2016-04-14T22:00:00Z,61,1.016667
1644430081,2016-04-16T12:00:00Z,63,1.05
1644430081,2016-04-16T13:00:00Z,48,0.8
1644430081,2016-04-16T16:00:00Z,98,1.633333
1644430081,2016-04-16T22:00:00Z,42,0.7
1644430081,2016-04-17T14:00:00Z,93,1.55
1644430081,2016-04-18T19:00:00Z,115,1.916667
1644430081,2016-04-19T19:00:00Z,76,1.266667
1644430081,2016-04-19T20:00:00Z,48,0.8
1644430081,2016-04-19T21:00:00Z,72,1.2
1644430081,2016-04-19T22:00:00Z,48,0.8
1644430081,2016-04-23T18:00:00Z,42,0.7
1644430081,2016-04-23T19:00:00Z,52,0.866667
1644430081,2016-04-23T20:00:00Z,64,1.066667
1644430081,2016-04-26T18:00:00Z,41,0.683333
1644430081,2016-04-26T19:00:00Z,40,0.666667
1644430081,2016-04-26T21:00:00Z,83,1.383333
1644430081,2016-04-26T22:00:00Z,53,0.883333
1644430081,2016-04-28T18:00:00Z,45,0.75
1644430081,2016-04-28T19:00:00Z,60,1.0
1644430081,2016-04-28T20:00:00Z,47,0.783333
1644430081,2016-04-28T21:00:00Z,63,1.05
1644430081,2016-04-28T22:00:00Z,41,0.683333
1644430081,2016-04-30T08:00:00Z,36,0.6
1644430081,2016-04-30T11:00:00Z,42,0.7
1644430081,2016-04-30T18:00:00Z,94,1.566667
1644430081,2016-04-30T19:00:00Z,60,1.0
1644430081,2016-04-30T20:00:00Z,37,0.616667
1644430081,2016-04-30T21:00:00Z,81,1.35
1644430081,2016-04-30T22:00:00Z,36,0.6
1644430081,2016-05-01T14:00:00Z,38,0.633333
1644430081,2016-05-01T16:00:00Z,44,0.733333
1644430081,2016-05-03T18:00:00Z,37,0.616667
1644430081,2016-05-03T19:00:00Z,64,1.066667
1644430081,2016-05-03T20:00:00Z,90,1.5
1644430081,2016-05-03T21:00:00Z,88,1.466667
1644430081,2016-05-03T22:00:00Z,67,1.116667
1644430081,2016-05-05T23:00:00Z,38,0.633333
1644430081,2016-05-06T00:00:00Z,41,0.683333
1644430081,2016-05-06T02:00:00Z,36,0.6
1644430081,2016-05-06T03:00:00Z,35,0.583333
1644430081,2016-05-06T09:00:00Z,35,0.583333
1644430081,2016-05-06T12:00:00Z,35,0.583333
1644430081,2016-05-06T13:00:00Z,39,0.65
1644430081,2016-05-06T15:00:00Z,39,0.65
1644430081,2016-05-07T11:00:00Z,47,0.783333
1644430081,2016-05-07T12:00:00Z,54,0.9
1644430081,2016-05-07T13:00:00Z,61,1.016667
1644430081,2016-05-07T14:00:00Z,46,0.766667
1644430081,2016-05-07T17:00:00Z,43,0.716667
1644430081,2016-05-09T12:00:00Z,60,1.0
1644430081,2016-05-09T13:00:00Z,48,0.8
1644430081,2016-05-09T19:00:00Z,115,1.916667
1644430081,2016-05-10T18:00:00Z,36,0.6
1644430081,2016-05-10T19:00:00Z,41,0.683333
1644430081,2016-05-10T21:00:00Z,71,1.183333
1844505072,2016-04-12T09:00:00Z,36,0.6
1844505072,2016-04-12T12:00:00Z,37,0.616667
1844505072,2016-04-14T10:00:00Z,37,0.616667
1844505072,2016-04-14T19:00:00Z,43,0.716667
1844505072,2016-04-16T13:00:00Z,41,0.683333
1844505072,2016-04-17T16:00:00Z,50,0.833333
1844505072,2016-04-18T19:00:00Z,36,0.6
1844505072,2016-04-18T22:00:00Z,44,0.733333
1844505072,2016-04-21T09:00:00Z,35,0.583333
1844505072,2016-04-21T17:00:00Z,35,0.583333
1844505072,2016-04-21T20:00:00Z,67,1.116667
1844505072,2016-04-23T16:00:00Z,35,0.583333
1844505072,2016-04-28T21:00:00Z,50,0.833333
1844505072,2016-04-29T11:00:00Z,36,0.6
1844505072,2016-05-01T00:00:00Z,39,0.65
1927972279,2016-04-26T16:00:00Z,36,0.6
1927972279,2016-05-01T13:00:00Z,55,0.916667
1927972279,2016-05-02T11:00:00Z,63,1.05
1927972279,2016-05-03T08:00:00Z,40,0.666667
1927972279,2016-05-06T19:00:00Z,47,0.783333
2022484408,2016-04-12T10:00:00Z,143,2.383333
2022484408,2016-04-12T14:00:00Z,54,0.9
2022484408,2016-04-13T09:00:00Z,145,2.416667
2022484408,2016-04-13T14:00:00Z,46,0.766667
2022484408,2016-04-14T14:00:00Z,47,0.783333
2022484408,2016-04-14T18:00:00Z,104,1.733333
2022484408,2016-04-15T09:00:00Z,117,1.95
2022484408,2016-04-15T13:00:00Z,44,0.733333
2022484408,2016-04-16T09:00:00Z,133,2.216667
2022484408,2016-04-17T09:00:00Z,114,1.9
2022484408,2016-04-17T10:00:00Z,76,1.266667
2022484408,2016-04-17T11:00:00Z,54,0.9
2022484408,2016-04-17T14:00:00Z,45,0.75
2022484408,2016-04-17T16:00:00Z,35,0.583333
2022484408,2016-04-18T07:00:00Z,40,0.666667
2022484408,2016-04-18T09:00:00Z,157,2.616667
2022484408,2016-04-18T14:00:00Z,40,0.666667
2022484408,2016-04-19T14:00:00Z,42,0.7
2022484408,2016-04-19T15:00:00Z,35,0.583333
2022484408,2016-04-19T16:00:00Z,121,2.016667
2022484408,2016-04-20T07:00:00Z,36,0.6
2022484408,2016-04-20T08:00:00Z,38,0.633333
2022484408,2016-04-20T09:00:00Z,139,2.316667
2022484408,2016-04-20T12:00:00Z,56,0.933333
2022484408,2016-04-20T14:00:00Z,72,1.2
2022484408,2016-04-21T07:00:00Z,40,0.666667
2022484408,2016-04-21T10:00:00Z,93,1.55
2022484408,2016-04-21T11:00:00Z,71,1.183333
2022484408,2016-04-21T12:00:00Z,102,1.7
2022484408,2016-04-21T14:00:00Z,80,1.333333
2022484408,2016-04-21T15:00:00Z,49,0.816667
2022484408,2016-04-21T16:00:00Z,97,1.616667
2022484408,2016-04-21T17:00:00Z,59,0.983333
2022484408,2016-04-22T09:00:00Z,151,2.516667
2022484408,2016-04-22T10:00:00Z,48,0.8
2022484408,2016-04-23T13:00:00Z,40,0.666667
2022484408,2016-04-24T08:00:00Z,63,1.05
2022484408,2016-04-24T09:00:00Z,84,1.4
2022484408,2016-04-24T13:00:00Z,48,0.8
2022484408,2016-04-24T15:00:00Z,52,0.866667
2022484408,2016-04-25T09:00:00Z,155,2.583333
2022484408,2016-04-25T14:00:00Z,40,0.666667
2022484408,2016-04-26T09:00:00Z,35,0.583333
2022484408,2016-04-26T10:00:00Z,157,2.616667
2022484408,2016-04-26T11:00:00Z,72,1.2
2022484408,2016-04-26T12:00:00Z,41,0.683333
2022484408,2016-04-27T09:00:00Z,64,1.066667
2022484408,2016-04-27T10:00:00Z,46,0.766667
2022484408,2016-04-27T13:00:00Z,40,0.666667
2022484408,2016-04-27T14:00:00Z,38,0.633333
2022484408,2016-04-27T18:00:00Z,83,1.383333
2022484408,2016-04-28T08:00:00Z,46,0.766667
2022484408,2016-04-28T10:00:00Z,37,0.616667
2022484408,2016-04-28T12:00:00Z,71,1.183333
2022484408,2016-04-29T09:00:00Z,112,1.866667
2022484408,2016-04-29T10:00:00Z,40,0.666667
2022484408,2016-04-29T11:00:00Z,35,0.583333
2022484408,2016-04-29T13:00:00Z,45,0.75
2022484408,2016-04-29T14:00:00Z,47,0.783333
2022484408,2016-04-30T10:00:00Z,44,0.733333
2022484408,2016-04-30T13:00:00Z,49,0.816667
2022484408,2016-04-30T14:00:00Z,42,0.7
2022484408,2016-04-30T15:00:00Z,53,0.883333
2022484408,2016-04-30T16:00:00Z,88,1.466667
2022484408,2016-05-01T10:00:00Z,111,1.85
2022484408,2016-05-01T17:00:00Z,38,0.633333
2022484408,2016-05-01T18:00:00Z,36,0.6
2022484408,2016-05-01T19:00:00Z,47,0.783333
2022484408,2016-05-02T09:00:00Z,41,0.683333
2022484408,2016-05-02T10:00:00Z,35,0.583333
2022484408,2016-05-02T14:00:00Z,126,2.1
2022484408,2016-05-03T10:00:00Z,134,2.233333
2022484408,2016-05-03T14:00:00Z,69,1.15
2022484408,2016-05-03T16:00:00Z,92,1.533333
2022484408,2016-05-04T09:00:00Z,63,1.05
2022484408,2016-05-04T10:00:00Z,60,1.0
2022484408,2016-05-04T14:00:00Z,118,1.966667
2022484408,2016-05-05T09:00:00Z,68,1.133333
2022484408,2016-05-05T10:00:00Z,100,1.666667
2022484408,2016-05-05T14:00:00Z,54,0.9
2022484408,2016-05-05T15:00:00Z,72,1.2
2022484408,2016-05-06T09:00:00Z,35,0.583333
2022484408,2016-05-06T10:00:00Z,42,0.7
2022484408,2016-05-06T11:00:00Z,39,0.65
2022484408,2016-05-06T14:00:00Z,106,1.766667
2022484408,2016-05-06T21:00:00Z,35,0.583333
2022484408,2016-05-07T09:00:00Z,35,0.583333
2022484408,2016-05-07T10:00:00Z,71,1.183333
2022484408,2016-05-09T09:00:00Z,43,0.716667
2022484408,2016-05-09T10:00:00Z,97,1.616667
2022484408,2016-05-09T14:00:00Z,112,1.866667
2022484408,2016-05-09T15:00:00Z,52,0.866667
2022484408,2016-05-10T10:00:00Z,108,1.8
2022484408,2016-05-10T11:00:00Z,72,1.2
2022484408,2016-05-10T13:00:00Z,43,0.716667
2022484408,2016-05-10T14:00:00Z,100,1.666667
2022484408,2016-05-10T17:00:00Z,39,0.65
2022484408,2016-05-11T11:00:00Z,142,2.366667
2022484408,2016-05-11T14:00:00Z,104,1.733333
2022484408,2016-05-11T16:00:00Z,35,0.583333
2022484408,2016-05-11T17:00:00Z,45,0.75
2022484408,2016-05-12T10:00:00Z,83,1.383333
2022484408,2016-05-12T13:00:00Z,38,0.633333
2022484408,2016-05-12T14:00:00Z,35,0.583333
2026352035,2016-04-12T11:00:00Z,35,0.583333
2026352035,2016-04-20T13:00:00Z,35,0.583333
2026352035,2016-04-20T14:00:00Z,37,0.616667
2026352035,2016-04-23T08:00:00Z,35,0.583333
2026352035,2016-04-23T10:00:00Z,43,0.716667
2026352035,2016-04-23T11:00:00Z,45,0.75
2026352035,2016-04-23T12:00:00Z,41,0.683333
2026352035,2016-04-23T14:00:00Z,46,0.766667
2026352035,2016-04-25T09:00:00Z,38,0.633333
2026352035,2016-04-27T16:00:00Z,36,0.6
2026352035,2016-04-27T17:00:00Z,38,0.633333
2026352035,2016-04-28T15:00:00Z,40,0.666667
2026352035,2016-04-28T16:00:00Z,45,0.75
2026352035,2016-04-28T17:00:00Z,36,0.6
2026352035,2016-04-29T15:00:00Z,43,0.716667
2026352035,2016-04-30T12:00:00Z,38,0.633333
2026352035,2016-05-02T16:00:00Z,37,0.616667
2026352035,2016-05-02T17:00:00Z,36,0.6
2026352035,2016-05-02T18:00:00Z,37,0.616667
2026352035,2016-05-03T15:00:00Z,35,0.583333
2026352035,2016-05-04T14:00:00Z,35,0.583333
2026352035,2016-05-04T15:00:00Z,37,0.616667
2026352035,2016-05-04T16:00:00Z,37,0.616667
2026352035,2016-05-04T18:00:00Z,35,0.583333
2026352035,2016-05-05T08:00:00Z,39,0.65
2026352035,2016-05-05T09:00:00Z,35,0.583333
2026352035,2016-05-05T12:00:00Z,38,0.633333
2026352035,2016-05-05T13:00:00Z,41,0.683333
2026352035,2016-05-05T15:00:00Z,43,0.716667
2026352035,2016-05-05T16:00:00Z,39,0.65
2026352035,2016-05-06T13:00:00Z,35,0.583333
2026352035,2016-05-06T16:00:00Z,35,0.583333
2026352035,2016-05-06T18:00:00Z,37,0.616667
2026352035,2016-05-08T09:00:00Z,35,0.583333
2026352035,2016-05-09T15:00:00Z,37,0.616667
2026352035,2016-05-09T16:00:00Z,56,0.933333
2026352035,2016-05-09T17:00:00Z,49,0.816667
2026352035,2016-05-09T19:00:00Z,36,0.6
2026352035,2016-05-11T15:00:00Z,36,0.6
2026352035,2016-05-11T16:00:00Z,55,0.916667
2026352035,2016-05-12T08:00:00Z,38,0.633333
2026352035,2016-05-12T10:00:00Z,40,0.666667
2026352035,2016-05-12T15:00:00Z,41,0.683333
2320127002,2016-04-12T15:00:00Z,67,1.116667
2320127002,2016-04-13T07:00:00Z,36,0.6
2320127002,2016-04-19T23:00:00Z,47,0.783333
2320127002,2016-04-20T15:00:00Z,52,0.866667
2320127002,2016-04-21T21:00:00Z,36,0.6
2320127002,2016-04-22T15:00:00Z,36,0.6
2320127002,2016-04-25T17:00:00Z,40,0.666667
2320127002,2016-05-02T21:00:00Z,41,0.683333
2320127002,2016-05-03T07:00:00Z,40,0.666667
2320127002,2016-05-03T20:00:00Z,61,1.016667
2320127002,2016-05-03T22:00:00Z,46,0.766667
2320127002,2016-05-10T11:00:00Z,38,0.633333
2347167796,2016-04-12T08:00:00Z,48,0.8
2347167796,2016-04-12T15:00:00Z,41,0.683333
2347167796,2016-04-12T18:00:00Z,36,0.6
2347167796,2016-04-12T20:00:00Z,46,0.766667
2347167796,2016-04-12T21:00:00Z,73,1.216667
2347167796,2016-04-13T07:00:00Z,62,1.033333
2347167796,2016-04-13T18:00:00Z,35,0.583333
2347167796,2016-04-13T21:00:00Z,59,0.983333
2347167796,2016-04-14T07:00:00Z,72,1.2
2347167796,2016-04-14T13:00:00Z,56,0.933333
2347167796,2016-04-14T18:00:00Z,39,0.65
2347167796,2016-04-15T07:00:00Z,69,1.15
2347167796,2016-04-15T18:00:00Z,51,0.85
2347167796,2016-04-15T19:00:00Z,39,0.65
2347167796,2016-04-16T08:00:00Z,130,2.166667
2347167796,2016-04-16T09:00:00Z,132,2.2
2347167796,2016-04-16T17:00:00Z,36,0.6
2347167796,2016-04-16T18:00:00Z,40,0.666667
2347167796,2016-04-16T19:00:00Z,35,0.583333
2347167796,2016-04-16T20:00:00Z,48,0.8
2347167796,2016-04-16T21:00:00Z,47,0.783333
2347167796,2016-04-17T11:00:00Z,48,0.8
2347167796,2016-04-17T13:00:00Z,35,0.583333
2347167796,2016-04-18T13:00:00Z,38,0.633333
2347167796,2016-04-18T20:00:00Z,64,1.066667
2347167796,2016-04-19T11:00:00Z,57,0.95
2347167796,2016-04-19T12:00:00Z,44,0.733333
2347167796,2016-04-19T18:00:00Z,37,0.616667
2347167796,2016-04-20T07:00:00Z,67,1.116667
2347167796,2016-04-20T18:00:00Z,68,1.133333
2347167796,2016-04-20T19:00:00Z,38,0.633333
2347167796,2016-04-20T20:00:00Z,51,0.85
2347167796,2016-04-21T20:00:00Z,47,0.783333
2347167796,2016-04-21T21:00:00Z,88,1.466667
2347167796,2016-04-22T07:00:00Z,95,1.583333
2347167796,2016-04-23T08:00:00Z,105,1.75
2347167796,2016-04-23T11:00:00Z,53,0.883333
2347167796,2016-04-23T12:00:00Z,36,0.6
2347167796,2016-04-23T13:00:00Z,72,1.2
2347167796,2016-04-23T17:00:00Z,38,0.633333
2347167796,2016-04-24T11:00:00Z,36,0.6
2347167796,2016-04-24T18:00:00Z,35,0.583333
2347167796,2016-04-24T19:00:00Z,49,0.816667
2347167796,2016-04-25T18:00:00Z,67,1.116667
2347167796,2016-04-25T19:00:00Z,65,1.083333
2347167796,2016-04-26T18:00:00Z,37,0.616667
2347167796,2016-04-27T18:00:00Z,36,0.6
2347167796,2016-04-27T19:00:00Z,117,1.95
2347167796,2016-04-27T20:00:00Z,36,0.6
2873212765,2016-04-12T07:00:00Z,39,0.65
2873212765,2016-04-12T08:00:00Z,43,0.716667
2873212765,2016-04-12T09:00:00Z,49,0.816667
2873212765,2016-04-12T10:00:00Z,35,0.583333
2873212765,2016-04-12T12:00:00Z,58,0.966667
2873212765,2016-04-12T18:00:00Z,40,0.666667
2873212765,2016-04-13T08:00:00Z,39,0.65
2873212765,2016-04-13T09:00:00Z,47,0.783333
2873212765,2016-04-13T10:00:00Z,38,0.633333
2873212765,2016-04-13T12:00:00Z,46,0.766667
2873212765,2016-04-14T08:00:00Z,43,0.716667
2873212765,2016-04-15T12:00:00Z,43,0.716667
2873212765,2016-04-15T14:00:00Z,40,0.666667
2873212765,2016-04-16T07:00:00Z,99,1.65
2873212765,2016-04-16T08:00:00Z,63,1.05
2873212765,2016-04-17T13:00:00Z,42,0.7
2873212765,2016-04-18T08:00:00Z,41,0.683333
2873212765,2016-04-18T09:00:00Z,38,0.633333
2873212765,2016-04-18T12:00:00Z,51,0.85
2873212765,2016-04-19T08:00:00Z,39,0.65
2873212765,2016-04-19T10:00:00Z,41,0.683333
2873212765,2016-04-19T12:00:00Z,45,0.75
2873212765,2016-04-19T13:00:00Z,35,0.583333
2873212765,2016-04-20T09:00:00Z,42,0.7
2873212765,2016-04-20T12:00:00Z,57,0.95
2873212765,2016-04-20T17:00:00Z,77,1.283333
2873212765,2016-04-21T07:00:00Z,39,0.65
2873212765,2016-04-21T09:00:00Z,42,0.7
2873212765,2016-04-21T13:00:00Z,35,0.583333
2873212765,2016-04-21T16:00:00Z,38,0.633333
2873212765,2016-04-21T17:00:00Z,36,0.6
2873212765,2016-04-22T09:00:00Z,37,0.616667
2873212765,2016-04-22T10:00:00Z,43,0.716667
2873212765,2016-04-22T12:00:00Z,42,0.7
2873212765,2016-04-23T08:00:00Z,115,1.916667
2873212765,2016-04-23T13:00:00Z,42,0.7
2873212765,2016-04-23T15:00:00Z,37,0.616667
2873212765,2016-04-24T08:00:00Z,148,2.466667
2873212765,2016-04-25T09:00:00Z,49,0.816667
2873212765,2016-04-25T10:00:00Z,48,0.8
2873212765,2016-04-25T12:00:00Z,41,0.683333
2873212765,2016-04-26T09:00:00Z,36,0.6
2873212765,2016-04-26T12:00:00Z,38,0.633333
2873212765,2016-04-27T06:00:00Z,96,1.6
2873212765,2016-04-27T07:00:00Z,53,0.883333
2873212765,2016-04-28T06:00:00Z,92,1.533333
2873212765,2016-04-28T07:00:00Z,39,0.65
2873212765,2016-04-29T12:00:00Z,108,1.8
2873212765,2016-04-30T09:00:00Z,37,0.616667
2873212765,2016-04-30T19:00:00Z,56,0.933333
2873212765,2016-05-01T10:00:00Z,44,0.733333
2873212765,2016-05-02T09:00:00Z,42,0.7
2873212765,2016-05-02T12:00:00Z,52,0.866667
2873212765,2016-05-03T08:00:00Z,43,0.716667
2873212765,2016-05-03T09:00:00Z,48,0.8
2873212765,2016-05-03T12:00:00Z,43,0.716667
2873212765,2016-05-03T13:00:00Z,35,0.583333
2873212765,2016-05-03T18:00:00Z,38,0.633333
2873212765,2016-05-04T09:00:00Z,46,0.766667
2873212765,2016-05-04T10:00:00Z,41,0.683333
2873212765,2016-05-04T12:00:00Z,38,0.633333
2873212765,2016-05-04T17:00:00Z,46,0.766667
2873212765,2016-05-05T07:00:00Z,41,0.683333
2873212765,2016-05-05T08:00:00Z,40,0.666667
2873212765,2016-05-05T09:00:00Z,53,0.883333
2873212765,2016-05-05T10:00:00Z,56,0.933333
2873212765,2016-05-05T15:00:00Z,46,0.766667
2873212765,2016-05-06T09:00:00Z,45,0.75
2873212765,2016-05-06T10:00:00Z,41,0.683333
2873212765,2016-05-07T07:00:00Z,81,1.35
2873212765,2016-05-07T08:00:00Z,131,2.183333
2873212765,2016-05-07T09:00:00Z,72,1.2
2873212765,2016-05-08T07:00:00Z,93,1.55
2873212765,2016-05-08T08:00:00Z,90,1.5
2873212765,2016-05-08T09:00:00Z,42,0.7
2873212765,2016-05-08T10:00:00Z,43,0.716667
2873212765,2016-05-09T09:00:00Z,41,0.683333
2873212765,2016-05-09T10:00:00Z,39,0.65
2873212765,2016-05-09T12:00:00Z,41,0.683333
2873212765,2016-05-10T08:00:00Z,35,0.583333
2873212765,2016-05-10T09:00:00Z,42,0.7
2873212765,2016-05-10T10:00:00Z,38,0.633333
2873212765,2016-05-10T12:00:00Z,48,0.8
2873212765,2016-05-11T09:00:00Z,42,0.7
2873212765,2016-05-12T07:00:00Z,38,0.633333
2873212765,2016-05-12T08:00:00Z,43,0.716667
3372868164,2016-04-13T09:00:00Z,35,0.583333
3372868164,2016-04-13T10:00:00Z,94,1.566667
3372868164,2016-04-13T12:00:00Z,44,0.733333
3372868164,2016-04-13T14:00:00Z,43,0.716667
3372868164,2016-04-14T11:00:00Z,74,1.233333
3372868164,2016-04-14T14:00:00Z,40,0.666667
3372868164,2016-04-14T15:00:00Z,37,0.616667
3372868164,2016-04-15T11:00:00Z,39,0.65
3372868164,2016-04-15T18:00:00Z,37,0.616667
3372868164,2016-04-16T07:00:00Z,40,0.666667
3372868164,2016-04-16T10:00:00Z,41,0.683333
3372868164,2016-04-17T15:00:00Z,71,1.183333
3372868164,2016-04-17T19:00:00Z,37,0.616667
3372868164,2016-04-18T08:00:00Z,40,0.666667
3372868164,2016-04-18T10:00:00Z,101,1.683333
3372868164,2016-04-19T11:00:00Z,46,0.766667
3372868164,2016-04-19T14:00:00Z,39,0.65
3372868164,2016-04-19T18:00:00Z,40,0.666667
3372868164,2016-04-20T14:00:00Z,86,1.433333
3372868164,2016-04-20T16:00:00Z,41,0.683333
