Id,ActivityHour,StepTotal
1503960366,2016-04-15T15:00:00Z,0
1503960366,2016-04-15T16:00:00Z,0
1503960366,2016-04-15T17:00:00Z,1774
1503960366,2016-04-15T18:00:00Z,509
1503960366,2016-04-15T19:00:00Z,519
1503960366,2016-04-15T20:00:00Z,77
1503960366,2016-04-15T21:00:00Z,280
1503960366,2016-04-15T22:00:00Z,2145
1503960366,2016-04-15T23:00:00Z,2768
1503960366,2016-04-16T00:00:00Z,459
1503960366,2016-04-16T01:00:00Z,0
1503960366,2016-04-16T02:00:00Z,63
1503960366,2016-04-16T03:00:00Z,6
1503960366,2016-04-16T04:00:00Z,6
1503960366,2016-04-16T05:00:00Z,12
1503960366,2016-04-16T06:00:00Z,0
1503960366,2016-04-16T07:00:00Z,101
1503960366,2016-04-16T08:00:00Z,175
1503960366,2016-04-16T09:00:00Z,1181
1503960366,2016-04-16T10:00:00Z,1295
1503960366,2016-04-16T11:00:00Z,2043
1503960366,2016-04-16T12:00:00Z,1513
1503960366,2016-04-16T13:00:00Z,3616
1503960366,2016-04-16T14:00:00Z,580
1503960366,2016-04-16T15:00:00Z,0
1503960366,2016-04-16T16:00:00Z,15
1503960366,2016-04-16T17:00:00Z,380
1503960366,2016-04-16T18:00:00Z,96
1503960366,2016-04-16T19:00:00Z,146
1503960366,2016-04-16T20:00:00Z,385
1503960366,2016-04-16T21:00:00Z,463
1503960366,2016-04-16T22:00:00Z,42
1503960366,2016-04-16T23:00:00Z,92
1503960366,2016-04-17T00:00:00Z,0
1503960366,2016-04-17T01:00:00Z,0
1503960366,2016-04-17T02:00:00Z,0
1503960366,2016-04-17T03:00:00Z,8
1503960366,2016-04-17T04:00:00Z,0
1503960366,2016-04-17T05:00:00Z,0
1503960366,2016-04-17T06:00:00Z,0
1503960366,2016-04-17T07:00:00Z,0
1503960366,2016-04-17T08:00:00Z,0
1503960366,2016-04-17T09:00:00Z,0
1503960366,2016-04-17T10:00:00Z,0
1503960366,2016-04-17T11:00:00Z,84
1503960366,2016-04-17T12:00:00Z,260
1503960366,2016-04-17T13:00:00Z,402
1503960366,2016-04-17T14:00:00Z,252
1503960366,2016-04-17T15:00:00Z,191
1503960366,2016-04-17T16:00:00Z,13
1503960366,2016-04-17T17:00:00Z,2613
1503960366,2016-04-17T18:00:00Z,1616
1503960366,2016-04-17T19:00:00Z,754
1503960366,2016-04-17T20:00:00Z,2955
1503960366,2016-04-17T21:00:00Z,487
1503960366,2016-04-17T22:00:00Z,70
1503960366,2016-04-17T23:00:00Z,0
1503960366,2016-04-18T00:00:00Z,416
1503960366,2016-04-18T01:00:00Z,0
1503960366,2016-04-18T02:00:00Z,0
1503960366,2016-04-18T03:00:00Z,0
1503960366,2016-04-18T04:00:00Z,0
1503960366,2016-04-18T05:00:00Z,0
1503960366,2016-04-18T06:00:00Z,0
1503960366,2016-04-18T07:00:00Z,0
1503960366,2016-04-18T08:00:00Z,0
1503960366,2016-04-18T09:00:00Z,1688
1503960366,2016-04-18T10:00:00Z,380
1503960366,2016-04-18T11:00:00Z,328
1503960366,2016-04-18T12:00:00Z,1306
1503960366,2016-04-18T13:00:00Z,268
1503960366,2016-04-18T14:00:00Z,137
1503960366,2016-04-18T15:00:00Z,495
1503960366,2016-04-18T16:00:00Z,277
1503960366,2016-04-18T17:00:00Z,304
1503960366,2016-04-18T18:00:00Z,4074
1503960366,2016-04-18T19:00:00Z,2101
1503960366,2016-04-18T20:00:00Z,28
1503960366,2016-04-18T21:00:00Z,187
1503960366,2016-04-18T22:00:00Z,542
1503960366,2016-04-18T23:00:00Z,488
1503960366,2016-04-19T00:00:00Z,0
1503960366,2016-04-19T01:00:00Z,22
1503960366,2016-04-19T02:00:00Z,0
1503960366,2016-04-19T03:00:00Z,9
1503960366,2016-04-19T04:00:00Z,0
1503960366,2016-04-19T05:00:00Z,0
1503960366,2016-04-19T06:00:00Z,7
1503960366,2016-04-19T07:00:00Z,316
1503960366,2016-04-19T08:00:00Z,1656
1503960366,2016-04-19T09:00:00Z,367
1503960366,2016-04-19T10:00:00Z,203
1503960366,2016-04-19T11:00:00Z,194
1503960366,2016-04-19T12:00:00Z,1887
1503960366,2016-04-19T13:00:00Z,2697
1503960366,2016-04-19T14:00:00Z,409
1503960366,2016-04-19T15:00:00Z,299
1503960366,2016-04-19T16:00:00Z,297
1503960366,2016-04-19T17:00:00Z,732
1503960366,2016-04-19T18:00:00Z,1280
1503960366,2016-04-19T19:00:00Z,397
1503960366,2016-04-19T20:00:00Z,2487
1503960366,2016-04-19T21:00:00Z,826
1503960366,2016-04-19T22:00:00Z,52
1503960366,2016-04-19T23:00:00Z,1369
1503960366,2016-04-20T00:00:00Z,16
1503960366,2016-04-20T01:00:00Z,36
1503960366,2016-04-20T02:00:00Z,0
1503960366,2016-04-20T03:00:00Z,0
1503960366,2016-04-20T04:00:00Z,0
1503960366,2016-04-20T05:00:00Z,0
1503960366,2016-04-20T06:00:00Z,0
1503960366,2016-04-20T07:00:00Z,29
1503960366,2016-04-20T08:00:00Z,264
1503960366,2016-04-20T09:00:00Z,1993
1503960366,2016-04-20T10:00:00Z,459
1503960366,2016-04-20T11:00:00Z,65
1503960366,2016-04-20T12:00:00Z,185
1503960366,2016-04-20T13:00:00Z,64
1503960366,2016-04-20T14:00:00Z,1270
1503960366,2016-04-20T15:00:00Z,797
1503960366,2016-04-20T16:00:00Z,261
1503960366,2016-04-20T17:00:00Z,13
1503960366,2016-04-20T18:00:00Z,1308
1503960366,2016-04-20T19:00:00Z,1558
1503960366,2016-04-20T20:00:00Z,499
1503960366,2016-04-20T21:00:00Z,395
1503960366,2016-04-20T22:00:00Z,77
1503960366,2016-04-20T23:00:00Z,1255
1503960366,2016-04-21T00:00:00Z,17
1503960366,2016-04-21T01:00:00Z,129
1503960366,2016-04-21T02:00:00Z,81
1503960366,2016-04-21T03:00:00Z,0
1503960366,2016-04-21T04:00:00Z,0
1503960366,2016-04-21T05:00:00Z,0
1503960366,2016-04-21T06:00:00Z,0
1503960366,2016-04-21T07:00:00Z,38
1503960366,2016-04-21T08:00:00Z,245
1503960366,2016-04-21T09:00:00Z,1672
1503960366,2016-04-21T10:00:00Z,255
1503960366,2016-04-21T11:00:00Z,0
1503960366,2016-04-21T12:00:00Z,384
1503960366,2016-04-21T13:00:00Z,1140
1503960366,2016-04-21T14:00:00Z,12
1503960366,2016-04-21T15:00:00Z,213
1503960366,2016-04-21T16:00:00Z,26
1503960366,2016-04-21T17:00:00Z,96
1503960366,2016-04-21T18:00:00Z,213
1503960366,2016-04-21T19:00:00Z,100
1503960366,2016-04-21T20:00:00Z,3541
1503960366,2016-04-21T21:00:00Z,970
1503960366,2016-04-21T22:00:00Z,89
1503960366,2016-04-21T23:00:00Z,598
1503960366,2016-04-22T00:00:00Z,0
1503960366,2016-04-22T01:00:00Z,0
1503960366,2016-04-22T02:00:00Z,0
1503960366,2016-04-22T03:00:00Z,0
1503960366,2016-04-22T04:00:00Z,0
1503960366,2016-04-22T05:00:00Z,0
1503960366,2016-04-22T06:00:00Z,0
1503960366,2016-04-22T07:00:00Z,0
1503960366,2016-04-22T08:00:00Z,0
1503960366,2016-04-22T09:00:00Z,192
1503960366,2016-04-22T10:00:00Z,29
1503960366,2016-04-22T11:00:00Z,958
1503960366,2016-04-22T12:00:00Z,38
1503960366,2016-04-22T13:00:00Z,118
1503960366,2016-04-22T14:00:00Z,0
1503960366,2016-04-22T15:00:00Z,180
1503960366,2016-04-22T16:00:00Z,22
1503960366,2016-04-22T17:00:00Z,1041
1503960366,2016-04-22T18:00:00Z,514
1503960366,2016-04-22T19:00:00Z,629
1503960366,2016-04-22T20:00:00Z,329
1503960366,2016-04-22T21:00:00Z,5934
1503960366,2016-04-22T22:00:00Z,855
1503960366,2016-04-22T23:00:00Z,1925
1503960366,2016-04-23T00:00:00Z,182
1503960366,2016-04-23T01:00:00Z,0
1503960366,2016-04-23T02:00:00Z,11
1503960366,2016-04-23T03:00:00Z,0
1503960366,2016-04-23T04:00:00Z,0
1503960366,2016-04-23T05:00:00Z,0
1503960366,2016-04-23T06:00:00Z,12
1503960366,2016-04-23T07:00:00Z,0
1503960366,2016-04-23T08:00:00Z,127
1503960366,2016-04-23T09:00:00Z,285
1503960366,2016-04-23T10:00:00Z,49
1503960366,2016-04-23T11:00:00Z,703
1503960366,2016-04-23T12:00:00Z,1597
1503960366,2016-04-23T13:00:00Z,1453
1503960366,2016-04-23T14:00:00Z,202
1503960366,2016-04-23T15:00:00Z,158
1503960366,2016-04-23T16:00:00Z,2008
1503960366,2016-04-23T17:00:00Z,1472
1503960366,2016-04-23T18:00:00Z,2569
1503960366,2016-04-23T19:00:00Z,29
1503960366,2016-04-23T20:00:00Z,142
1503960366,2016-04-23T21:00:00Z,2432
1503960366,2016-04-23T22:00:00Z,709
1503960366,2016-04-23T23:00:00Z,231
1503960366,2016-04-24T00:00:00Z,141
1503960366,2016-04-24T01:00:00Z,42
1503960366,2016-04-24T02:00:00Z,0
1503960366,2016-04-24T03:00:00Z,0
1503960366,2016-04-24T04:00:00Z,8
1503960366,2016-04-24T05:00:00Z,0
1503960366,2016-04-24T06:00:00Z,7
1503960366,2016-04-24T07:00:00Z,0
1503960366,2016-04-24T08:00:00Z,8
1503960366,2016-04-24T09:00:00Z,76
1503960366,2016-04-24T10:00:00Z,492
1503960366,2016-04-24T11:00:00Z,149
1503960366,2016-04-24T12:00:00Z,548
1503960366,2016-04-24T13:00:00Z,394
1503960366,2016-04-24T14:00:00Z,26
1503960366,2016-04-24T15:00:00Z,27
1503960366,2016-04-24T16:00:00Z,885
1503960366,2016-04-24T17:00:00Z,411
1503960366,2016-04-24T18:00:00Z,911
1503960366,2016-04-24T19:00:00Z,4871
1503960366,2016-04-24T20:00:00Z,342
1503960366,2016-04-24T21:00:00Z,244
1503960366,2016-04-24T22:00:00Z,66
1503960366,2016-04-24T23:00:00Z,391
1503960366,2016-04-25T00:00:00Z,95
1503960366,2016-04-25T01:00:00Z,22
1503960366,2016-04-25T02:00:00Z,97
1503960366,2016-04-25T03:00:00Z,0
1503960366,2016-04-25T04:00:00Z,25
1503960366,2016-04-25T05:00:00Z,4
1503960366,2016-04-25T06:00:00Z,0
1503960366,2016-04-25T07:00:00Z,44
1503960366,2016-04-25T08:00:00Z,426
1503960366,2016-04-25T09:00:00Z,2041
1503960366,2016-04-25T10:00:00Z,258
1503960366,2016-04-25T11:00:00Z,1468
1503960366,2016-04-25T12:00:00Z,707
1503960366,2016-04-25T13:00:00Z,299
1503960366,2016-04-25T14:00:00Z,94
1503960366,2016-04-25T15:00:00Z,359
1503960366,2016-04-25T16:00:00Z,263
1503960366,2016-04-25T17:00:00Z,188
1503960366,2016-04-25T18:00:00Z,116
1503960366,2016-04-25T19:00:00Z,2815
1503960366,2016-04-25T20:00:00Z,895
1503960366,2016-04-25T21:00:00Z,4895
1503960366,2016-04-25T22:00:00Z,188
1503960366,2016-04-25T23:00:00Z,56
1503960366,2016-04-26T00:00:00Z,101
1503960366,2016-04-26T01:00:00Z,178
1503960366,2016-04-26T02:00:00Z,0
1503960366,2016-04-26T03:00:00Z,145
1503960366,2016-04-26T04:00:00Z,0
1503960366,2016-04-26T05:00:00Z,7
1503960366,2016-04-26T06:00:00Z,0
1503960366,2016-04-26T07:00:00Z,28
1503960366,2016-04-26T08:00:00Z,173
1503960366,2016-04-26T09:00:00Z,1826
1503960366,2016-04-26T10:00:00Z,666
1503960366,2016-04-26T11:00:00Z,266
1503960366,2016-04-26T12:00:00Z,415
1503960366,2016-04-26T13:00:00Z,1571
1503960366,2016-04-26T14:00:00Z,1998
1503960366,2016-04-26T15:00:00Z,323
1503960366,2016-04-26T16:00:00Z,697
1503960366,2016-04-26T17:00:00Z,143
1503960366,2016-04-26T18:00:00Z,2513
1503960366,2016-04-26T19:00:00Z,148
1503960366,2016-04-26T20:00:00Z,1649
1503960366,2016-04-26T21:00:00Z,450
1503960366,2016-04-26T22:00:00Z,148
1503960366,2016-04-26T23:00:00Z,310
1503960366,2016-04-27T00:00:00Z,277
1503960366,2016-04-27T01:00:00Z,60
1503960366,2016-04-27T02:00:00Z,17
1503960366,2016-04-27T03:00:00Z,0
1503960366,2016-04-27T04:00:00Z,0
1503960366,2016-04-27T05:00:00Z,0
1503960366,2016-04-27T06:00:00Z,0
1503960366,2016-04-27T07:00:00Z,0
1503960366,2016-04-27T08:00:00Z,0
1503960366,2016-04-27T09:00:00Z,1916
1503960366,2016-04-27T10:00:00Z,502
1503960366,2016-04-27T11:00:00Z,797
1503960366,2016-04-27T12:00:00Z,701
1503960366,2016-04-27T13:00:00Z,319
1503960366,2016-04-27T14:00:00Z,1932
1503960366,2016-04-27T15:00:00Z,59
1503960366,2016-04-27T16:00:00Z,98
1503960366,2016-04-27T17:00:00Z,261
1503960366,2016-04-27T18:00:00Z,2714
1503960366,2016-04-27T19:00:00Z,5786
1503960366,2016-04-27T20:00:00Z,2420
1503960366,2016-04-27T21:00:00Z,266
1503960366,2016-04-27T22:00:00Z,0
1503960366,2016-04-27T23:00:00Z,0
1503960366,2016-04-28T00:00:00Z,0
1503960366,2016-04-28T01:00:00Z,127
1503960366,2016-04-28T02:00:00Z,0
1503960366,2016-04-28T03:00:00Z,0
1503960366,2016-04-28T04:00:00Z,0
1503960366,2016-04-28T05:00:00Z,0
1503960366,2016-04-28T06:00:00Z,0
1503960366,2016-04-28T07:00:00Z,14
1503960366,2016-04-28T08:00:00Z,128
1503960366,2016-04-28T09:00:00Z,1192
1503960366,2016-04-28T10:00:00Z,987
1503960366,2016-04-28T11:00:00Z,288
1503960366,2016-04-28T12:00:00Z,317
1503960366,2016-04-28T13:00:00Z,1144
1503960366,2016-04-28T14:00:00Z,1512
1503960366,2016-04-28T15:00:00Z,115
1503960366,2016-04-28T16:00:00Z,554
1503960366,2016-04-28T17:00:00Z,235
1503960366,2016-04-28T18:00:00Z,1829
1503960366,2016-04-28T19:00:00Z,13
1503960366,2016-04-28T20:00:00Z,2122
1503960366,2016-04-28T21:00:00Z,986
1503960366,2016-04-28T22:00:00Z,16
1503960366,2016-04-28T23:00:00Z,1512
1503960366,2016-04-29T00:00:00Z,202
1503960366,2016-04-29T01:00:00Z,0
1503960366,2016-04-29T02:00:00Z,71
1503960366,2016-04-29T03:00:00Z,0
1503960366,2016-04-29T04:00:00Z,0
1503960366,2016-04-29T05:00:00Z,0
1503960366,2016-04-29T06:00:00Z,0
1503960366,2016-04-29T07:00:00Z,27
1503960366,2016-04-29T08:00:00Z,201
1503960366,2016-04-29T09:00:00Z,1820
1503960366,2016-04-29T10:00:00Z,44
1503960366,2016-04-29T11:00:00Z,104
1503960366,2016-04-29T12:00:00Z,214
1503960366,2016-04-29T13:00:00Z,41
1503960366,2016-04-29T14:00:00Z,1711
1503960366,2016-04-29T15:00:00Z,1076
1503960366,2016-04-29T16:00:00Z,285
1503960366,2016-04-29T17:00:00Z,380
1503960366,2016-04-29T18:00:00Z,118
1503960366,2016-04-29T19:00:00Z,267
1503960366,2016-04-29T20:00:00Z,386
1503960366,2016-04-29T21:00:00Z,1366
1503960366,2016-04-29T22:00:00Z,1111
1503960366,2016-04-29T23:00:00Z,1757
1503960366,2016-04-30T00:00:00Z,19
1503960366,2016-04-30T01:00:00Z,65
1503960366,2016-04-30T02:00:00Z,0
1503960366,2016-04-30T03:00:00Z,6
1503960366,2016-04-30T04:00:00Z,0
1503960366,2016-04-30T05:00:00Z,0
1503960366,2016-04-30T06:00:00Z,0
1503960366,2016-04-30T07:00:00Z,0
1503960366,2016-04-30T08:00:00Z,60
1503960366,2016-04-30T09:00:00Z,148
1503960366,2016-04-30T10:00:00Z,239
1503960366,2016-04-30T11:00:00Z,127
1503960366,2016-04-30T12:00:00Z,92
1503960366,2016-04-30T13:00:00Z,141
1503960366,2016-04-30T14:00:00Z,520
1503960366,2016-04-30T15:00:00Z,993
1503960366,2016-04-30T16:00:00Z,3388
1503960366,2016-04-30T17:00:00Z,2176
1503960366,2016-04-30T18:00:00Z,2319
1503960366,2016-04-30T19:00:00Z,92
1503960366,2016-04-30T20:00:00Z,117
1503960366,2016-04-30T21:00:00Z,840
1503960366,2016-04-30T22:00:00Z,2139
1503960366,2016-04-30T23:00:00Z,1192
1503960366,2016-05-01T00:00:00Z,247
1503960366,2016-05-01T01:00:00Z,59
1503960366,2016-05-01T02:00:00Z,36
1503960366,2016-05-01T03:00:00Z,4
1503960366,2016-05-01T04:00:00Z,0
1503960366,2016-05-01T05:00:00Z,0
1503960366,2016-05-01T06:00:00Z,0
1503960366,2016-05-01T07:00:00Z,41
1503960366,2016-05-01T08:00:00Z,94
1503960366,2016-05-01T09:00:00Z,198
1503960366,2016-05-01T10:00:00Z,146
1503960366,2016-05-01T11:00:00Z,103
1503960366,2016-05-01T12:00:00Z,130
1503960366,2016-05-01T13:00:00Z,85
1503960366,2016-05-01T14:00:00Z,540
1503960366,2016-05-01T15:00:00Z,294
1503960366,2016-05-01T16:00:00Z,823
1503960366,2016-05-01T17:00:00Z,1053
1503960366,2016-05-01T18:00:00Z,2007
1503960366,2016-05-01T19:00:00Z,177
1503960366,2016-05-01T20:00:00Z,93
1503960366,2016-05-01T21:00:00Z,363
1503960366,2016-05-01T22:00:00Z,1552
1503960366,2016-05-01T23:00:00Z,2557
1503960366,2016-05-02T00:00:00Z,0
1503960366,2016-05-02T01:00:00Z,119
1503960366,2016-05-02T02:00:00Z,0
1503960366,2016-05-02T03:00:00Z,21
1503960366,2016-05-02T04:00:00Z,0
1503960366,2016-05-02T05:00:00Z,0
1503960366,2016-05-02T06:00:00Z,0
1503960366,2016-05-02T07:00:00Z,28
1503960366,2016-05-02T08:00:00Z,245
1503960366,2016-05-02T09:00:00Z,1690
1503960366,2016-05-02T10:00:00Z,369
1503960366,2016-05-02T11:00:00Z,384
1503960366,2016-05-02T12:00:00Z,2116
1503960366,2016-05-02T13:00:00Z,1064
1503960366,2016-05-02T14:00:00Z,355
1503960366,2016-05-02T15:00:00Z,418
1503960366,2016-05-02T16:00:00Z,420
1503960366,2016-05-02T17:00:00Z,340
1503960366,2016-05-02T18:00:00Z,227
1503960366,2016-05-02T19:00:00Z,235
1503960366,2016-05-02T20:00:00Z,3903
1503960366,2016-05-02T21:00:00Z,1427
1503960366,2016-05-02T22:00:00Z,945
1503960366,2016-05-02T23:00:00Z,404
1503960366,2016-05-03T00:00:00Z,55
1503960366,2016-05-03T01:00:00Z,79
1503960366,2016-05-03T02:00:00Z,20
1503960366,2016-05-03T03:00:00Z,110
1503960366,2016-05-03T04:00:00Z,0
1503960366,2016-05-03T05:00:00Z,0
1503960366,2016-05-03T06:00:00Z,16
1503960366,2016-05-03T07:00:00Z,23
1503960366,2016-05-03T08:00:00Z,158
1503960366,2016-05-03T09:00:00Z,1391
1503960366,2016-05-03T10:00:00Z,955
1503960366,2016-05-03T11:00:00Z,297
1503960366,2016-05-03T12:00:00Z,396
1503960366,2016-05-03T13:00:00Z,309
1503960366,2016-05-03T14:00:00Z,384
1503960366,2016-05-03T15:00:00Z,1719
1503960366,2016-05-03T16:00:00Z,870
1503960366,2016-05-03T17:00:00Z,690
1503960366,2016-05-03T18:00:00Z,3119
1503960366,2016-05-03T19:00:00Z,140
1503960366,2016-05-03T20:00:00Z,6
1503960366,2016-05-03T21:00:00Z,1333
1503960366,2016-05-03T22:00:00Z,2549
1503960366,2016-05-03T23:00:00Z,484
1503960366,2016-05-04T00:00:00Z,400
1503960366,2016-05-04T01:00:00Z,18
1503960366,2016-05-04T02:00:00Z,0
1503960366,2016-05-04T03:00:00Z,0
1503960366,2016-05-04T04:00:00Z,0
1503960366,2016-05-04T05:00:00Z,0
1503960366,2016-05-04T06:00:00Z,0
1503960366,2016-05-04T07:00:00Z,0
1503960366,2016-05-04T08:00:00Z,68
1503960366,2016-05-04T09:00:00Z,1470
1503960366,2016-05-04T10:00:00Z,598
1503960366,2016-05-04T11:00:00Z,194
1503960366,2016-05-04T12:00:00Z,366
1503960366,2016-05-04T13:00:00Z,318
1503960366,2016-05-04T14:00:00Z,2284
1503960366,2016-05-04T15:00:00Z,138
1503960366,2016-05-04T16:00:00Z,144
1503960366,2016-05-04T17:00:00Z,341
1503960366,2016-05-04T18:00:00Z,2041
1503960366,2016-05-04T19:00:00Z,205
1503960366,2016-05-04T20:00:00Z,1316
1503960366,2016-05-04T21:00:00Z,1106
1503960366,2016-05-04T22:00:00Z,93
1503960366,2016-05-04T23:00:00Z,0
1503960366,2016-05-05T00:00:00Z,70
1503960366,2016-05-05T01:00:00Z,113
1503960366,2016-05-05T02:00:00Z,19
1503960366,2016-05-05T03:00:00Z,0
1503960366,2016-05-05T04:00:00Z,44
1503960366,2016-05-05T05:00:00Z,0
1503960366,2016-05-05T06:00:00Z,8
1503960366,2016-05-05T07:00:00Z,23
1503960366,2016-05-05T08:00:00Z,107
1503960366,2016-05-05T09:00:00Z,1615
1503960366,2016-05-05T10:00:00Z,360
1503960366,2016-05-05T11:00:00Z,28
1503960366,2016-05-05T12:00:00Z,318
1503960366,2016-05-05T13:00:00Z,1231
1503960366,2016-05-05T14:00:00Z,375
1503960366,2016-05-05T15:00:00Z,187
1503960366,2016-05-05T16:00:00Z,989
1503960366,2016-05-05T17:00:00Z,2217
1503960366,2016-05-05T18:00:00Z,715
1503960366,2016-05-05T19:00:00Z,348
1503960366,2016-05-05T20:00:00Z,283
1503960366,2016-05-05T21:00:00Z,3897
1503960366,2016-05-05T22:00:00Z,900
1503960366,2016-05-05T23:00:00Z,200
1503960366,2016-05-06T00:00:00Z,186
1503960366,2016-05-06T01:00:00Z,4
1503960366,2016-05-06T02:00:00Z,88
1503960366,2016-05-06T03:00:00Z,0
1503960366,2016-05-06T04:00:00Z,19
1503960366,2016-05-06T05:00:00Z,0
1503960366,2016-05-06T06:00:00Z,0
1503960366,2016-05-06T07:00:00Z,23
1503960366,2016-05-06T08:00:00Z,146
1503960366,2016-05-06T09:00:00Z,1683
1503960366,2016-05-06T10:00:00Z,504
1503960366,2016-05-06T11:00:00Z,234
1503960366,2016-05-06T12:00:00Z,261
1503960366,2016-05-06T13:00:00Z,175
1503960366,2016-05-06T14:00:00Z,535
1503960366,2016-05-06T15:00:00Z,900
1503960366,2016-05-06T16:00:00Z,335
1503960366,2016-05-06T17:00:00Z,279
1503960366,2016-05-06T18:00:00Z,1532
1503960366,2016-05-06T19:00:00Z,2500
1503960366,2016-05-06T20:00:00Z,255
1503960366,2016-05-06T21:00:00Z,514
1503960366,2016-05-06T22:00:00Z,375
1503960366,2016-05-06T23:00:00Z,1611
1503960366,2016-05-07T00:00:00Z,168
1503960366,2016-05-07T01:00:00Z,0
1503960366,2016-05-07T02:00:00Z,19
1503960366,2016-05-07T03:00:00Z,0
1503960366,2016-05-07T04:00:00Z,0
1503960366,2016-05-07T05:00:00Z,0
1503960366,2016-05-07T06:00:00Z,0
1503960366,2016-05-07T07:00:00Z,0
1503960366,2016-05-07T08:00:00Z,132
1503960366,2016-05-07T09:00:00Z,115
1503960366,2016-05-07T10:00:00Z,1291
1503960366,2016-05-07T11:00:00Z,2352
1503960366,2016-05-07T12:00:00Z,129
1503960366,2016-05-07T13:00:00Z,77
1503960366,2016-05-07T14:00:00Z,125
1503960366,2016-05-07T15:00:00Z,318
1503960366,2016-05-07T16:00:00Z,259
1503960366,2016-05-07T17:00:00Z,173
1503960366,2016-05-07T18:00:00Z,253
1503960366,2016-05-07T19:00:00Z,652
1503960366,2016-05-07T20:00:00Z,102
1503960366,2016-05-07T21:00:00Z,2073
1503960366,2016-05-07T22:00:00Z,3696
1503960366,2016-05-07T23:00:00Z,58
1503960366,2016-05-08T00:00:00Z,147
1503960366,2016-05-08T01:00:00Z,0
1503960366,2016-05-08T02:00:00Z,0
1503960366,2016-05-08T03:00:00Z,0
1503960366,2016-05-08T04:00:00Z,6
