Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,DayOfWeek,Hour
1503960366,2016-04-16 05:00:00,49,1,0.016667,12,Saturday,5
1503960366,2016-04-16 06:00:00,48,0,0.0,0,Saturday,6
1503960366,2016-04-16 07:00:00,54,4,0.066667,101,Saturday,7
1503960366,2016-04-16 08:00:00,62,9,0.15,175,Saturday,8
1503960366,2016-04-16 09:00:00,124,38,0.633333,1181,Saturday,9
1503960366,2016-04-16 10:00:00,110,14,0.233333,1295,Saturday,10
1503960366,2016-04-16 11:00:00,147,30,0.5,2043,Saturday,11
1503960366,2016-04-16 12:00:00,119,42,0.7,1513,Saturday,12
1503960366,2016-04-16 13:00:00,214,90,1.5,3616,Saturday,13
1503960366,2016-04-16 14:00:00,82,20,0.333333,580,Saturday,14
1503960366,2016-04-16 15:00:00,51,0,0.0,0,Saturday,15
1503960366,2016-04-16 16:00:00,54,2,0.033333,15,Saturday,16
1503960366,2016-04-16 17:00:00,79,17,0.283333,380,Saturday,17
1503960366,2016-04-16 18:00:00,65,10,0.166667,96,Saturday,18
1503960366,2016-04-16 19:00:00,67,12,0.2,146,Saturday,19
1503960366,2016-04-16 20:00:00,81,19,0.316667,385,Saturday,20
1503960366,2016-04-16 21:00:00,75,13,0.216667,463,Saturday,21
1503960366,2016-04-16 22:00:00,55,3,0.05,42,Saturday,22
1503960366,2016-04-16 23:00:00,56,5,0.083333,92,Saturday,23
1503960366,2016-04-17 00:00:00,47,0,0.0,0,Sunday,0
1503960366,2016-04-17 01:00:00,48,0,0.0,0,Sunday,1
1503960366,2016-04-17 02:00:00,47,0,0.0,0,Sunday,2
1503960366,2016-04-17 03:00:00,49,1,0.016667,8,Sunday,3
1503960366,2016-04-17 04:00:00,48,0,0.0,0,Sunday,4
1503960366,2016-04-17 05:00:00,48,0,0.0,0,Sunday,5
1503960366,2016-04-17 06:00:00,48,0,0.0,0,Sunday,6
1503960366,2016-04-17 07:00:00,48,0,0.0,0,Sunday,7
1503960366,2016-04-17 08:00:00,48,0,0.0,0,Sunday,8
1503960366,2016-04-17 09:00:00,48,0,0.0,0,Sunday,9
1503960366,2016-04-17 10:00:00,47,0,0.0,0,Sunday,10
1503960366,2016-04-17 11:00:00,63,9,0.15,84,Sunday,11
1503960366,2016-04-17 12:00:00,76,18,0.3,260,Sunday,12
1503960366,2016-04-17 13:00:00,83,23,0.383333,402,Sunday,13
1503960366,2016-04-17 14:00:00,69,10,0.166667,252,Sunday,14
1503960366,2016-04-17 15:00:00,73,13,0.216667,191,Sunday,15
1503960366,2016-04-17 16:00:00,57,2,0.033333,13,Sunday,16
1503960366,2016-04-17 17:00:00,174,71,1.183333,2613,Sunday,17
1503960366,2016-04-17 18:00:00,136,39,0.65,1616,Sunday,18
1503960366,2016-04-17 19:00:00,95,24,0.4,754,Sunday,19
1503960366,2016-04-17 20:00:00,191,87,1.45,2955,Sunday,20
1503960366,2016-04-17 21:00:00,79,16,0.266667,487,Sunday,21
1503960366,2016-04-17 22:00:00,58,5,0.083333,70,Sunday,22
1503960366,2016-04-17 23:00:00,50,0,0.0,0,Sunday,23
1503960366,2016-04-18 00:00:00,82,21,0.35,416,Monday,0
1503960366,2016-04-18 01:00:00,48,0,0.0,0,Monday,1
1503960366,2016-04-18 02:00:00,47,0,0.0,0,Monday,2
1503960366,2016-04-18 03:00:00,47,0,0.0,0,Monday,3
1503960366,2016-04-18 04:00:00,47,0,0.0,0,Monday,4
1503960366,2016-04-18 05:00:00,47,0,0.0,0,Monday,5
1503960366,2016-04-18 06:00:00,47,0,0.0,0,Monday,6
1503960366,2016-04-18 07:00:00,47,0,0.0,0,Monday,7
1503960366,2016-04-18 08:00:00,47,0,0.0,0,Monday,8
1503960366,2016-04-18 09:00:00,133,39,0.65,1688,Monday,9
1503960366,2016-04-18 10:00:00,81,17,0.283333,380,Monday,10
1503960366,2016-04-18 11:00:00,73,15,0.25,328,Monday,11
1503960366,2016-04-18 12:00:00,118,40,0.666667,1306,Monday,12
1503960366,2016-04-18 13:00:00,70,9,0.15,268,Monday,13
1503960366,2016-04-18 14:00:00,64,7,0.116667,137,Monday,14
1503960366,2016-04-18 15:00:00,80,14,0.233333,495,Monday,15
1503960366,2016-04-18 16:00:00,78,17,0.283333,277,Monday,16
1503960366,2016-04-18 17:00:00,79,18,0.3,304,Monday,17
1503960366,2016-04-18 18:00:00,234,114,1.9,4074,Monday,18
1503960366,2016-04-18 19:00:00,157,30,0.5,2101,Monday,19
1503960366,2016-04-18 20:00:00,57,2,0.033333,28,Monday,20
1503960366,2016-04-18 21:00:00,68,11,0.183333,187,Monday,21
1503960366,2016-04-18 22:00:00,86,19,0.316667,542,Monday,22
1503960366,2016-04-18 23:00:00,83,18,0.3,488,Monday,23
1503960366,2016-04-19 00:00:00,47,0,0.0,0,Tuesday,0
1503960366,2016-04-19 01:00:00,49,1,0.016667,22,Tuesday,1
1503960366,2016-04-19 02:00:00,47,0,0.0,0,Tuesday,2
1503960366,2016-04-19 03:00:00,50,2,0.033333,9,Tuesday,3
1503960366,2016-04-19 04:00:00,47,0,0.0,0,Tuesday,4
1503960366,2016-04-19 05:00:00,47,0,0.0,0,Tuesday,5
1503960366,2016-04-19 06:00:00,49,1,0.016667,7,Tuesday,6
1503960366,2016-04-19 07:00:00,75,19,0.316667,316,Tuesday,7
1503960366,2016-04-19 08:00:00,130,38,0.633333,1656,Tuesday,8
1503960366,2016-04-19 09:00:00,79,16,0.266667,367,Tuesday,9
1503960366,2016-04-19 10:00:00,75,16,0.266667,203,Tuesday,10
1503960366,2016-04-19 11:00:00,72,13,0.216667,194,Tuesday,11
1503960366,2016-04-19 12:00:00,143,61,1.016667,1887,Tuesday,12
1503960366,2016-04-19 13:00:00,171,65,1.083333,2697,Tuesday,13
1503960366,2016-04-19 14:00:00,76,12,0.2,409,Tuesday,14
1503960366,2016-04-19 15:00:00,72,12,0.2,299,Tuesday,15
1503960366,2016-04-19 16:00:00,71,9,0.15,297,Tuesday,16
1503960366,2016-04-19 17:00:00,90,13,0.216667,732,Tuesday,17
1503960366,2016-04-19 18:00:00,120,30,0.5,1280,Tuesday,18
1503960366,2016-04-19 19:00:00,93,31,0.516667,397,Tuesday,19
1503960366,2016-04-19 20:00:00,159,69,1.15,2487,Tuesday,20
1503960366,2016-04-19 21:00:00,94,16,0.266667,826,Tuesday,21
1503960366,2016-04-19 22:00:00,58,4,0.066667,52,Tuesday,22
1503960366,2016-04-19 23:00:00,120,48,0.8,1369,Tuesday,23
1503960366,2016-04-20 00:00:00,54,2,0.033333,16,Wednesday,0
1503960366,2016-04-20 01:00:00,53,2,0.033333,36,Wednesday,1
1503960366,2016-04-20 02:00:00,47,0,0.0,0,Wednesday,2
1503960366,2016-04-20 03:00:00,48,0,0.0,0,Wednesday,3
1503960366,2016-04-20 04:00:00,48,0,0.0,0,Wednesday,4
1503960366,2016-04-20 05:00:00,47,0,0.0,0,Wednesday,5
1503960366,2016-04-20 06:00:00,48,0,0.0,0,Wednesday,6
1503960366,2016-04-20 07:00:00,51,3,0.05,29,Wednesday,7
1503960366,2016-04-20 08:00:00,70,14,0.233333,264,Wednesday,8
1503960366,2016-04-20 09:00:00,144,50,0.833333,1993,Wednesday,9
1503960366,2016-04-20 10:00:00,79,13,0.216667,459,Wednesday,10
1503960366,2016-04-20 11:00:00,58,1,0.016667,65,Wednesday,11
1503960366,2016-04-20 12:00:00,64,8,0.133333,185,Wednesday,12
1503960366,2016-04-20 13:00:00,61,5,0.083333,64,Wednesday,13
1503960366,2016-04-20 14:00:00,113,39,0.65,1270,Wednesday,14
1503960366,2016-04-20 15:00:00,97,21,0.35,797,Wednesday,15
1503960366,2016-04-20 16:00:00,70,11,0.183333,261,Wednesday,16
1503960366,2016-04-20 17:00:00,57,2,0.033333,13,Wednesday,17
1503960366,2016-04-20 18:00:00,114,32,0.533333,1308,Wednesday,18
1503960366,2016-04-20 19:00:00,117,36,0.6,1558,Wednesday,19
1503960366,2016-04-20 20:00:00,80,12,0.2,499,Wednesday,20
1503960366,2016-04-20 21:00:00,83,22,0.366667,395,Wednesday,21
1503960366,2016-04-20 22:00:00,62,7,0.116667,77,Wednesday,22
1503960366,2016-04-20 23:00:00,120,33,0.55,1255,Wednesday,23
1503960366,2016-04-21 00:00:00,54,2,0.033333,17,Thursday,0
1503960366,2016-04-21 01:00:00,61,8,0.133333,129,Thursday,1
1503960366,2016-04-21 02:00:00,55,5,0.083333,81,Thursday,2
1503960366,2016-04-21 03:00:00,48,0,0.0,0,Thursday,3
1503960366,2016-04-21 04:00:00,47,0,0.0,0,Thursday,4
1503960366,2016-04-21 05:00:00,47,0,0.0,0,Thursday,5
1503960366,2016-04-21 06:00:00,48,0,0.0,0,Thursday,6
1503960366,2016-04-21 07:00:00,52,3,0.05,38,Thursday,7
1503960366,2016-04-21 08:00:00,71,15,0.25,245,Thursday,8
1503960366,2016-04-21 09:00:00,133,26,0.433333,1672,Thursday,9
1503960366,2016-04-21 10:00:00,77,16,0.266667,255,Thursday,10
1503960366,2016-04-21 11:00:00,55,0,0.0,0,Thursday,11
1503960366,2016-04-21 12:00:00,73,11,0.183333,384,Thursday,12
1503960366,2016-04-21 13:00:00,113,25,0.416667,1140,Thursday,13
1503960366,2016-04-21 14:00:00,58,2,0.033333,12,Thursday,14
1503960366,2016-04-21 15:00:00,68,8,0.133333,213,Thursday,15
1503960366,2016-04-21 16:00:00,60,4,0.066667,26,Thursday,16
1503960366,2016-04-21 17:00:00,60,5,0.083333,96,Thursday,17
1503960366,2016-04-21 18:00:00,69,9,0.15,213,Thursday,18
1503960366,2016-04-21 19:00:00,64,8,0.133333,100,Thursday,19
1503960366,2016-04-21 20:00:00,213,92,1.533333,3541,Thursday,20
1503960366,2016-04-21 21:00:00,104,21,0.35,970,Thursday,21
1503960366,2016-04-21 22:00:00,63,9,0.15,89,Thursday,22
1503960366,2016-04-21 23:00:00,84,15,0.25,598,Thursday,23
1503960366,2016-04-22 00:00:00,47,0,0.0,0,Friday,0
1503960366,2016-04-22 01:00:00,47,0,0.0,0,Friday,1
1503960366,2016-04-22 02:00:00,47,0,0.0,0,Friday,2
1503960366,2016-04-22 03:00:00,47,0,0.0,0,Friday,3
1503960366,2016-04-22 04:00:00,47,0,0.0,0,Friday,4
1503960366,2016-04-22 05:00:00,47,0,0.0,0,Friday,5
1503960366,2016-04-22 06:00:00,47,0,0.0,0,Friday,6
1503960366,2016-04-22 07:00:00,47,0,0.0,0,Friday,7
1503960366,2016-04-22 08:00:00,47,0,0.0,0,Friday,8
1503960366,2016-04-22 09:00:00,65,13,0.216667,192,Friday,9
1503960366,2016-04-22 10:00:00,54,2,0.033333,29,Friday,10
1503960366,2016-04-22 11:00:00,102,34,0.566667,958,Friday,11
1503960366,2016-04-22 12:00:00,57,2,0.033333,38,Friday,12
1503960366,2016-04-22 13:00:00,60,4,0.066667,118,Friday,13
1503960366,2016-04-22 14:00:00,54,0,0.0,0,Friday,14
1503960366,2016-04-22 15:00:00,66,10,0.166667,180,Friday,15
1503960366,2016-04-22 16:00:00,58,4,0.066667,22,Friday,16
1503960366,2016-04-22 17:00:00,104,18,0.3,1041,Friday,17
1503960366,2016-04-22 18:00:00,87,23,0.383333,514,Friday,18
1503960366,2016-04-22 19:00:00,82,16,0.266667,629,Friday,19
1503960366,2016-04-22 20:00:00,71,13,0.216667,329,Friday,20
1503960366,2016-04-22 21:00:00,311,159,2.65,5934,Friday,21
1503960366,2016-04-22 22:00:00,95,30,0.5,855,Friday,22
1503960366,2016-04-22 23:00:00,136,54,0.9,1925,Friday,23
1503960366,2016-04-23 00:00:00,63,9,0.15,182,Saturday,0
1503960366,2016-04-23 01:00:00,47,0,0.0,0,Saturday,1
1503960366,2016-04-23 02:00:00,49,1,0.016667,11,Saturday,2
1503960366,2016-04-23 03:00:00,47,0,0.0,0,Saturday,3
1503960366,2016-04-23 04:00:00,47,0,0.0,0,Saturday,4
1503960366,2016-04-23 05:00:00,48,0,0.0,0,Saturday,5
1503960366,2016-04-23 06:00:00,50,2,0.033333,12,Saturday,6
1503960366,2016-04-23 07:00:00,48,0,0.0,0,Saturday,7
1503960366,2016-04-23 08:00:00,59,8,0.133333,127,Saturday,8
1503960366,2016-04-23 09:00:00,75,17,0.283333,285,Saturday,9
1503960366,2016-04-23 10:00:00,56,4,0.066667,49,Saturday,10
1503960366,2016-04-23 11:00:00,84,11,0.183333,703,Saturday,11
1503960366,2016-04-23 12:00:00,129,49,0.816667,1597,Saturday,12
1503960366,2016-04-23 13:00:00,129,51,0.85,1453,Saturday,13
1503960366,2016-04-23 14:00:00,78,20,0.333333,202,Saturday,14
1503960366,2016-04-23 15:00:00,73,15,0.25,158,Saturday,15
1503960366,2016-04-23 16:00:00,140,52,0.866667,2008,Saturday,16
1503960366,2016-04-23 17:00:00,121,26,0.433333,1472,Saturday,17
1503960366,2016-04-23 18:00:00,173,66,1.1,2569,Saturday,18
1503960366,2016-04-23 19:00:00,51,2,0.033333,29,Saturday,19
1503960366,2016-04-23 20:00:00,63,9,0.15,142,Saturday,20
1503960366,2016-04-23 21:00:00,162,54,0.9,2432,Saturday,21
1503960366,2016-04-23 22:00:00,96,25,0.416667,709,Saturday,22
1503960366,2016-04-23 23:00:00,60,6,0.1,231,Saturday,23
1503960366,2016-04-24 00:00:00,66,10,0.166667,141,Sunday,0
1503960366,2016-04-24 01:00:00,54,2,0.033333,42,Sunday,1
1503960366,2016-04-24 02:00:00,48,0,0.0,0,Sunday,2
1503960366,2016-04-24 03:00:00,48,0,0.0,0,Sunday,3
1503960366,2016-04-24 04:00:00,49,1,0.016667,8,Sunday,4
1503960366,2016-04-24 05:00:00,48,0,0.0,0,Sunday,5
1503960366,2016-04-24 06:00:00,49,1,0.016667,7,Sunday,6
1503960366,2016-04-24 07:00:00,47,0,0.0,0,Sunday,7
1503960366,2016-04-24 08:00:00,49,1,0.016667,8,Sunday,8
1503960366,2016-04-24 09:00:00,59,8,0.133333,76,Sunday,9
1503960366,2016-04-24 10:00:00,90,26,0.433333,492,Sunday,10
1503960366,2016-04-24 11:00:00,67,12,0.2,149,Sunday,11
1503960366,2016-04-24 12:00:00,82,12,0.2,548,Sunday,12
1503960366,2016-04-24 13:00:00,74,12,0.2,394,Sunday,13
1503960366,2016-04-24 14:00:00,52,1,0.016667,26,Sunday,14
1503960366,2016-04-24 15:00:00,52,2,0.033333,27,Sunday,15
1503960366,2016-04-24 16:00:00,102,29,0.483333,885,Sunday,16
1503960366,2016-04-24 17:00:00,86,25,0.416667,411,Sunday,17
1503960366,2016-04-24 18:00:00,115,40,0.666667,911,Sunday,18
1503960366,2016-04-24 19:00:00,270,131,2.183333,4871,Sunday,19
1503960366,2016-04-24 20:00:00,76,18,0.3,342,Sunday,20
1503960366,2016-04-24 21:00:00,74,17,0.283333,244,Sunday,21
1503960366,2016-04-24 22:00:00,61,7,0.116667,66,Sunday,22
1503960366,2016-04-24 23:00:00,72,10,0.166667,391,Sunday,23
1503960366,2016-04-25 00:00:00,62,8,0.133333,95,Monday,0
1503960366,2016-04-25 01:00:00,53,3,0.05,22,Monday,1
1503960366,2016-04-25 02:00:00,57,6,0.1,97,Monday,2
1503960366,2016-04-25 03:00:00,47,0,0.0,0,Monday,3
1503960366,2016-04-25 04:00:00,50,2,0.033333,25,Monday,4
1503960366,2016-04-25 05:00:00,49,1,0.016667,4,Monday,5
1503960366,2016-04-25 06:00:00,47,0,0.0,0,Monday,6
1503960366,2016-04-25 07:00:00,52,3,0.05,44,Monday,7
1503960366,2016-04-25 08:00:00,83,22,0.366667,426,Monday,8
1503960366,2016-04-25 09:00:00,146,46,0.766667,2041,Monday,9
1503960366,2016-04-25 10:00:00,73,12,0.2,258,Monday,10
1503960366,2016-04-25 11:00:00,121,24,0.4,1468,Monday,11
1503960366,2016-04-25 12:00:00,92,19,0.316667,707,Monday,12
1503960366,2016-04-25 13:00:00,75,13,0.216667,299,Monday,13
1503960366,2016-04-25 14:00:00,62,5,0.083333,94,Monday,14
1503960366,2016-04-25 15:00:00,76,13,0.216667,359,Monday,15
1503960366,2016-04-25 16:00:00,71,10,0.166667,263,Monday,16
1503960366,2016-04-25 17:00:00,67,8,0.133333,188,Monday,17
1503960366,2016-04-25 18:00:00,61,6,0.1,116,Monday,18
1503960366,2016-04-25 19:00:00,182,86,1.433333,2815,Monday,19
1503960366,2016-04-25 20:00:00,95,30,0.5,895,Monday,20
1503960366,2016-04-25 21:00:00,267,132,2.2,4895,Monday,21
1503960366,2016-04-25 22:00:00,68,11,0.183333,188,Monday,22
1503960366,2016-04-25 23:00:00,54,3,0.05,56,Monday,23
1503960366,2016-04-26 00:00:00,56,4,0.066667,101,Tuesday,0
1503960366,2016-04-26 01:00:00,66,11,0.183333,178,Tuesday,1
1503960366,2016-04-26 02:00:00,51,0,0.0,0,Tuesday,2
1503960366,2016-04-26 03:00:00,64,11,0.183333,145,Tuesday,3
1503960366,2016-04-26 04:00:00,48,0,0.0,0,Tuesday,4
1503960366,2016-04-26 05:00:00,49,1,0.016667,7,Tuesday,5
1503960366,2016-04-26 06:00:00,48,0,0.0,0,Tuesday,6
1503960366,2016-04-26 07:00:00,52,3,0.05,28,Tuesday,7
1503960366,2016-04-26 08:00:00,67,13,0.216667,173,Tuesday,8
1503960366,2016-04-26 09:00:00,139,31,0.516667,1826,Tuesday,9
1503960366,2016-04-26 10:00:00,92,22,0.366667,666,Tuesday,10
1503960366,2016-04-26 11:00:00,78,17,0.283333,266,Tuesday,11
1503960366,2016-04-26 12:00:00,74,10,0.166667,415,Tuesday,12
1503960366,2016-04-26 13:00:00,126,42,0.7,1571,Tuesday,13
1503960366,2016-04-26 14:00:00,142,60,1.0,1998,Tuesday,14
1503960366,2016-04-26 15:00:00,74,9,0.15,323,Tuesday,15
1503960366,2016-04-26 16:00:00,93,22,0.366667,697,Tuesday,16
1503960366,2016-04-26 17:00:00,60,5,0.083333,143,Tuesday,17
1503960366,2016-04-26 18:00:00,169,72,1.2,2513,Tuesday,18
1503960366,2016-04-26 19:00:00,73,15,0.25,148,Tuesday,19
1503960366,2016-04-26 20:00:00,127,26,0.433333,1649,Tuesday,20
1503960366,2016-04-26 21:00:00,79,14,0.233333,450,Tuesday,21
1503960366,2016-04-26 22:00:00,66,9,0.15,148,Tuesday,22
1503960366,2016-04-26 23:00:00,80,21,0.35,310,Tuesday,23
1503960366,2016-04-27 00:00:00,68,10,0.166667,277,Wednesday,0
1503960366,2016-04-27 01:00:00,59,5,0.083333,60,Wednesday,1
1503960366,2016-04-27 02:00:00,53,2,0.033333,17,Wednesday,2
1503960366,2016-04-27 03:00:00,47,0,0.0,0,Wednesday,3
1503960366,2016-04-27 04:00:00,47,0,0.0,0,Wednesday,4
1503960366,2016-04-27 05:00:00,47,0,0.0,0,Wednesday,5
1503960366,2016-04-27 06:00:00,47,0,0.0,0,Wednesday,6
1503960366,2016-04-27 07:00:00,47,0,0.0,0,Wednesday,7
1503960366,2016-04-27 08:00:00,47,0,0.0,0,Wednesday,8
1503960366,2016-04-27 09:00:00,149,33,0.55,1916,Wednesday,9
1503960366,2016-04-27 10:00:00,93,27,0.45,502,Wednesday,10
1503960366,2016-04-27 11:00:00,100,23,0.383333,797,Wednesday,11
1503960366,2016-04-27 12:00:00,89,12,0.2,701,Wednesday,12
1503960366,2016-04-27 13:00:00,76,13,0.216667,319,Wednesday,13
1503960366,2016-04-27 14:00:00,150,35,0.583333,1932,Wednesday,14
1503960366,2016-04-27 15:00:00,63,6,0.1,59,Wednesday,15
1503960366,2016-04-27 16:00:00,64,7,0.116667,98,Wednesday,16
1503960366,2016-04-27 17:00:00,73,13,0.216667,261,Wednesday,17
1503960366,2016-04-27 18:00:00,178,73,1.216667,2714,Wednesday,18
1503960366,2016-04-27 19:00:00,318,150,2.5,5786,Wednesday,19
1503960366,2016-04-27 20:00:00,174,70,1.166667,2420,Wednesday,20
1503960366,2016-04-27 21:00:00,76,20,0.333333,266,Wednesday,21
1503960366,2016-04-27 22:00:00,47,0,0.0,0,Wednesday,22
1503960366,2016-04-27 23:00:00,47,0,0.0,0,Wednesday,23
1503960366,2016-04-28 00:00:00,47,0,0.0,0,Thursday,0
1503960366,2016-04-28 01:00:00,62,10,0.166667,127,Thursday,1
1503960366,2016-04-28 02:00:00,48,0,0.0,0,Thursday,2
1503960366,2016-04-28 03:00:00,47,0,0.0,0,Thursday,3
